kill date,kill year,kill month,NZDI,Animal Type,Transport distance (calculated),Processing location,lairage time (calculated),Presentation Grade,Grade,live weight,carcass weight,Teeth,Total number of defects,Yield,Animal Type_num,Grade_num,Presentation Grade_num,Age,Waste,price/kg,price
2022-02-14,2022,2,0.69,steer,172.0,A,19.75,A,P2,701.6,350.5,2.0,0,50.0,2,4,0,24.0,351.1,5.9,2067.9500000000003
2022-02-14,2022,2,0.69,steer,172.0,A,19.75,A,P2,649.5,306.5,4.0,1,47.2,2,4,0,30.0,343.0,5.9,1808.3500000000001
2022-02-14,2022,2,0.69,steer,172.0,A,19.75,A,P2,632.3,313.5,4.0,0,49.6,2,4,0,30.0,318.79999999999995,5.9,1849.65
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,532.6,300.5,2.0,0,56.4,2,4,0,24.0,232.10000000000002,5.9,1772.95
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,593.2,323.0,2.0,0,54.5,2,4,0,24.0,270.20000000000005,5.9,1905.7
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,484.3,274.0,2.0,0,56.6,2,4,0,24.0,210.3,5.9,1616.6000000000001
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,589.5,322.5,2.0,0,54.7,2,4,0,24.0,267.0,5.9,1902.7500000000002
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,483.1,272.0,2.0,0,56.3,2,4,0,24.0,211.10000000000002,5.9,1604.8000000000002
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,561.4,304.5,2.0,0,54.2,2,4,0,24.0,256.9,5.9,1796.5500000000002
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,617.7,352.5,2.0,1,57.1,2,4,0,24.0,265.20000000000005,5.9,2079.75
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,611.6,345.5,2.0,0,56.5,2,4,0,24.0,266.1,5.9,2038.45
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,570.5,312.0,2.0,0,54.7,2,4,0,24.0,258.5,5.9,1840.8000000000002
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,518.1,293.0,2.0,0,56.6,2,4,0,24.0,225.10000000000002,5.9,1728.7
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,583.2,321.5,2.0,0,55.1,2,4,0,24.0,261.70000000000005,5.9,1896.8500000000001
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,624.8,346.0,2.0,1,55.4,2,4,0,24.0,278.79999999999995,5.9,2041.4
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,596.9,328.5,2.0,0,55.0,2,4,0,24.0,268.4,5.9,1938.15
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,539.3,289.5,2.0,0,53.7,2,4,0,24.0,249.79999999999995,5.9,1708.0500000000002
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,605.4,341.0,4.0,0,56.3,2,4,0,30.0,264.4,5.9,2011.9
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,583.7,319.0,2.0,0,54.7,2,4,0,24.0,264.70000000000005,5.9,1882.1000000000001
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,622.2,339.5,2.0,0,54.6,2,4,0,24.0,282.70000000000005,5.9,2003.0500000000002
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,610.5,343.0,2.0,1,56.2,2,4,0,24.0,267.5,5.9,2023.7
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,595.8,325.5,2.0,0,54.6,2,4,0,24.0,270.29999999999995,5.9,1920.45
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,560.2,322.0,2.0,1,57.5,2,4,0,24.0,238.20000000000005,5.9,1899.8000000000002
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,569.0,327.5,2.0,0,57.6,2,4,0,24.0,241.5,5.9,1932.2500000000002
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,571.1,330.5,2.0,0,57.9,2,4,0,24.0,240.60000000000002,5.9,1949.95
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,524.0,290.0,2.0,0,55.3,2,4,0,24.0,234.0,5.9,1711.0
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,524.0,294.5,2.0,1,56.2,2,4,0,24.0,229.5,5.9,1737.5500000000002
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,597.5,339.0,1.0,0,56.7,2,4,0,17.9375,258.5,5.9,2000.1000000000001
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,545.4,310.5,2.0,0,56.9,2,4,0,24.0,234.89999999999998,5.9,1831.95
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,543.1,299.5,2.0,0,55.1,2,4,0,24.0,243.60000000000002,5.9,1767.0500000000002
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,497.8,265.5,2.0,0,53.3,2,4,0,24.0,232.3,5.9,1566.45
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,562.3,305.5,2.0,0,54.3,2,4,0,24.0,256.79999999999995,5.9,1802.45
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,569.3,321.0,2.0,0,56.4,2,4,0,24.0,248.29999999999995,5.9,1893.9
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,552.3,300.0,2.0,0,54.3,2,4,0,24.0,252.29999999999995,5.9,1770.0
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,560.5,320.0,2.0,0,57.1,2,4,0,24.0,240.5,5.9,1888.0
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,585.5,313.5,2.0,0,53.5,2,4,0,24.0,272.0,5.9,1849.65
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,651.7,356.5,2.0,0,54.7,2,4,0,24.0,295.20000000000005,5.9,2103.35
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,625.1,338.0,2.0,0,54.1,2,4,0,24.0,287.1,5.9,1994.2
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,590.0,318.5,2.0,0,54.0,2,4,0,24.0,271.5,5.9,1879.15
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,579.5,332.5,2.0,0,57.4,2,4,0,24.0,247.0,5.9,1961.7500000000002
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,579.5,320.5,2.0,0,55.3,2,4,0,24.0,259.0,5.9,1890.95
2022-11-21,2022,11,0.47,steer,175.0,C,23.0,A,P2,481.9,270.5,2.0,0,56.1,2,4,0,24.0,211.39999999999998,5.9,1595.95
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,595.4,327.0,2.0,0,54.9,2,4,0,24.0,268.4,5.9,1929.3000000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,600.4,328.5,2.0,0,54.7,2,4,0,24.0,271.9,5.9,1938.15
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,555.2,309.5,2.0,0,55.7,2,4,0,24.0,245.70000000000005,5.9,1826.0500000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,603.2,329.5,2.0,1,54.6,2,4,0,24.0,273.70000000000005,5.9,1944.0500000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,584.8,299.0,2.0,1,51.1,2,4,0,24.0,285.79999999999995,5.9,1764.1000000000001
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,656.2,342.5,2.0,0,52.2,2,4,0,24.0,313.70000000000005,5.9,2020.7500000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,600.6,321.5,2.0,0,53.5,2,4,0,24.0,279.1,5.9,1896.8500000000001
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,683.4,358.0,2.0,0,52.4,2,4,0,24.0,325.4,5.9,2112.2000000000003
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,601.2,322.5,2.0,0,53.6,2,4,0,24.0,278.70000000000005,5.9,1902.7500000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,641.4,334.5,2.0,0,52.2,2,4,0,24.0,306.9,5.9,1973.5500000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,628.1,335.5,2.0,0,53.4,2,4,0,24.0,292.6,5.9,1979.45
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,563.9,301.5,2.0,0,53.5,2,4,0,24.0,262.4,5.9,1778.8500000000001
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,602.0,329.5,2.0,0,54.7,2,4,0,24.0,272.5,5.9,1944.0500000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,648.7,350.5,2.0,0,54.0,2,4,0,24.0,298.20000000000005,5.9,2067.9500000000003
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,576.9,319.5,2.0,0,55.4,2,4,0,24.0,257.4,5.9,1885.0500000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,584.7,318.0,2.0,0,54.4,2,4,0,24.0,266.70000000000005,5.9,1876.2
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,583.5,321.0,2.0,0,55.0,2,4,0,24.0,262.5,5.9,1893.9
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,545.4,300.5,2.0,0,55.1,2,4,0,24.0,244.89999999999998,5.9,1772.95
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,567.3,300.5,2.0,0,53.0,2,4,0,24.0,266.79999999999995,5.9,1772.95
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,516.4,286.5,2.0,0,55.5,2,4,0,24.0,229.89999999999998,5.9,1690.3500000000001
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,649.2,342.5,2.0,1,52.8,2,4,0,24.0,306.70000000000005,5.9,2020.7500000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,547.1,285.5,2.0,0,52.2,2,4,0,24.0,261.6,5.9,1684.45
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,675.1,369.0,2.0,0,54.7,2,4,0,24.0,306.1,5.9,2177.1
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,574.3,310.5,2.0,0,54.1,2,4,0,24.0,263.79999999999995,5.9,1831.95
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,614.8,330.5,2.0,0,53.8,2,4,0,24.0,284.29999999999995,5.9,1949.95
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,586.3,325.5,2.0,0,55.5,2,4,0,24.0,260.79999999999995,5.9,1920.45
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,567.9,312.5,2.0,0,55.0,2,4,0,24.0,255.39999999999998,5.9,1843.75
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,644.6,350.5,2.0,0,54.4,2,4,0,24.0,294.1,5.9,2067.9500000000003
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,620.1,328.0,2.0,1,52.9,2,4,0,24.0,292.1,5.9,1935.2
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,599.8,335.5,2.0,0,55.9,2,4,0,24.0,264.29999999999995,5.9,1979.45
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,573.6,320.5,2.0,0,55.9,2,4,0,24.0,253.10000000000002,5.9,1890.95
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,624.4,332.5,2.0,1,53.3,2,4,0,24.0,291.9,5.9,1961.7500000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,606.7,314.0,2.0,0,51.8,2,4,0,24.0,292.70000000000005,5.9,1852.6000000000001
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,583.4,322.5,2.0,0,55.3,2,4,0,24.0,260.9,5.9,1902.7500000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,587.1,324.5,2.0,0,55.3,2,4,0,24.0,262.6,5.9,1914.5500000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,626.4,345.0,2.0,0,55.1,2,4,0,24.0,281.4,5.9,2035.5000000000002
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,563.3,309.0,2.0,0,54.9,2,4,0,24.0,254.29999999999995,5.9,1823.1000000000001
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,599.8,335.5,2.0,0,55.9,2,4,0,24.0,264.29999999999995,5.9,1979.45
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,666.5,352.5,2.0,0,52.9,2,4,0,24.0,314.0,5.9,2079.75
2022-12-09,2022,12,0.28,steer,172.0,A,19.0,A,P2,648.0,354.5,2.0,1,54.7,2,4,0,24.0,293.5,5.9,2091.55
2023-05-01,2023,5,0.21,steer,175.0,C,17.0,A,P2,561.3,320.0,2.0,0,57.0,2,4,0,24.0,241.29999999999995,5.9,1888.0
2023-05-01,2023,5,0.21,steer,175.0,C,17.0,A,P2,535.3,305.5,2.0,0,57.1,2,4,0,24.0,229.79999999999995,5.9,1802.45
2023-05-01,2023,5,0.21,steer,175.0,C,17.0,A,P2,586.9,332.0,4.0,1,56.6,2,4,0,30.0,254.89999999999998,5.9,1958.8000000000002
2023-05-01,2023,5,0.21,steer,175.0,C,17.0,A,P2,635.5,362.0,2.0,1,57.0,2,4,0,24.0,273.5,5.9,2135.8
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,620.7,352.0,2.0,0,56.7,2,4,2,24.0,268.70000000000005,5.9,2076.8
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,632.0,348.0,1.0,0,55.1,2,4,2,17.9375,284.0,5.9,2053.2000000000003
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,605.7,352.0,2.0,0,58.1,2,4,2,24.0,253.70000000000005,5.9,2076.8
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,575.9,303.5,1.0,1,52.7,2,4,2,17.9375,272.4,5.9,1790.65
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,593.2,337.0,2.0,0,56.8,2,4,2,24.0,256.20000000000005,5.9,1988.3000000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,530.0,303.0,2.0,0,57.2,2,4,2,24.0,227.0,5.9,1787.7
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,561.9,321.5,2.0,1,57.2,2,4,2,24.0,240.39999999999998,5.9,1896.8500000000001
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,550.5,303.5,2.0,0,55.1,2,4,2,24.0,247.0,5.9,1790.65
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,543.1,296.0,2.0,0,54.5,2,4,2,24.0,247.10000000000002,5.9,1746.4
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,605.4,339.0,2.0,0,56.0,2,4,2,24.0,266.4,5.9,2000.1000000000001
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,572.7,312.0,2.0,0,54.5,2,4,2,24.0,260.70000000000005,5.9,1840.8000000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,596.6,341.5,2.0,0,57.2,2,4,2,24.0,255.10000000000002,5.9,2014.8500000000001
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,602.7,330.0,2.0,1,54.8,2,4,2,24.0,272.70000000000005,5.9,1947.0000000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,601.4,338.5,2.0,0,56.3,2,4,2,24.0,262.9,5.9,1997.15
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,564.1,307.0,2.0,0,54.4,2,4,2,24.0,257.1,5.9,1811.3000000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,536.2,292.0,2.0,0,54.5,2,4,2,24.0,244.20000000000005,5.9,1722.8000000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,584.0,326.5,1.0,0,55.9,2,4,2,17.9375,257.5,5.9,1926.3500000000001
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,616.4,346.0,2.0,0,56.1,2,4,2,24.0,270.4,5.9,2041.4
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,623.3,344.5,1.0,1,55.3,2,4,2,17.9375,278.79999999999995,5.9,2032.5500000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,570.1,328.5,2.0,0,57.6,2,4,2,24.0,241.60000000000002,5.9,1938.15
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,598.6,343.0,2.0,0,57.3,2,4,2,24.0,255.60000000000002,5.9,2023.7
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,577.2,328.5,2.0,0,56.9,2,4,2,24.0,248.70000000000005,5.9,1938.15
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,642.5,360.5,2.0,0,56.1,2,4,2,24.0,282.0,5.9,2126.9500000000003
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,608.1,340.0,2.0,1,55.9,2,4,2,24.0,268.1,5.9,2006.0000000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,617.6,339.0,2.0,0,54.9,2,4,2,24.0,278.6,5.9,2000.1000000000001
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,540.2,300.0,2.0,1,55.5,2,4,2,24.0,240.20000000000005,5.9,1770.0
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,600.5,335.0,2.0,0,55.8,2,4,2,24.0,265.5,5.9,1976.5000000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,781.3,329.5,2.0,0,42.2,2,4,2,24.0,451.79999999999995,5.9,1944.0500000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,568.7,299.5,2.0,0,52.7,2,4,2,24.0,269.20000000000005,5.9,1767.0500000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,541.8,317.5,2.0,0,58.6,2,4,2,24.0,224.29999999999995,5.9,1873.25
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,551.6,310.5,2.0,0,56.3,2,4,2,24.0,241.10000000000002,5.9,1831.95
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,626.6,354.0,2.0,0,56.5,2,4,2,24.0,272.6,5.9,2088.6
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,602.3,332.0,2.0,0,55.1,2,4,2,24.0,270.29999999999995,5.9,1958.8000000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,568.5,319.5,1.0,0,56.2,2,4,2,17.9375,249.0,5.9,1885.0500000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,627.3,348.5,2.0,0,55.6,2,4,2,24.0,278.79999999999995,5.9,2056.15
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,588.3,318.0,2.0,0,54.1,2,4,2,24.0,270.29999999999995,5.9,1876.2
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,543.7,312.0,1.0,0,57.4,2,4,2,17.9375,231.70000000000005,5.9,1840.8000000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,544.3,300.0,2.0,0,55.1,2,4,2,24.0,244.29999999999995,5.9,1770.0
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,605.2,345.0,2.0,0,57.0,2,4,2,24.0,260.20000000000005,5.9,2035.5000000000002
2023-10-30,2023,10,0.3321678321678322,steer,175.0,C,21.0,B2,P2,550.5,315.5,2.0,0,57.3,2,4,2,24.0,235.0,5.9,1861.45
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,645.3,350.5,2.0,0,54.3,2,4,0,24.0,294.79999999999995,5.9,2067.9500000000003
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,595.8,335.5,2.0,0,56.3,2,4,0,24.0,260.29999999999995,5.9,1979.45
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,582.8,345.5,2.0,0,59.3,2,4,0,24.0,237.29999999999995,5.9,2038.45
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,631.2,354.5,2.0,0,56.2,2,4,0,24.0,276.70000000000005,5.9,2091.55
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,576.0,320.0,2.0,0,55.6,2,4,0,24.0,256.0,5.9,1888.0
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,583.3,322.5,2.0,0,55.3,2,4,0,24.0,260.79999999999995,5.9,1902.7500000000002
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,649.5,359.5,2.0,0,55.4,2,4,0,24.0,290.0,5.9,2121.05
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,593.2,324.0,2.0,0,54.6,2,4,0,24.0,269.20000000000005,5.9,1911.6000000000001
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,595.3,332.0,1.0,0,55.8,2,4,0,17.9375,263.29999999999995,5.9,1958.8000000000002
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,567.6,286.0,2.0,0,50.4,2,4,0,24.0,281.6,5.9,1687.4
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,606.7,329.0,2.0,0,54.2,2,4,0,24.0,277.70000000000005,5.9,1941.1000000000001
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,660.4,350.5,2.0,0,53.1,2,4,0,24.0,309.9,5.9,2067.9500000000003
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,703.2,383.0,2.0,0,54.5,2,4,0,24.0,320.20000000000005,5.9,2259.7000000000003
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,638.5,360.5,2.0,0,56.5,2,4,0,24.0,278.0,5.9,2126.9500000000003
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,647.4,345.5,2.0,0,53.4,2,4,0,24.0,301.9,5.9,2038.45
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,594.7,319.0,2.0,0,53.6,2,4,0,24.0,275.70000000000005,5.9,1882.1000000000001
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,622.4,328.5,2.0,0,52.8,2,4,0,24.0,293.9,5.9,1938.15
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,554.6,280.5,2.0,0,50.6,2,4,0,24.0,274.1,5.9,1654.95
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,586.9,330.5,2.0,0,56.3,2,4,0,24.0,256.4,5.9,1949.95
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,702.6,404.5,2.0,0,57.6,2,4,0,24.0,298.1,5.9,2386.55
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,568.2,296.5,2.0,0,52.2,2,4,0,24.0,271.70000000000005,5.9,1749.3500000000001
2023-11-23,2023,11,0.35664335664335667,steer,172.0,A,15.0,A,P2,569.7,286.5,4.0,0,50.3,2,4,0,30.0,283.20000000000005,5.9,1690.3500000000001
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,L2,576.8,311.5,1.0,0,54.0,2,1,0,17.9375,265.29999999999995,,
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,P2,586.8,312.5,1.0,0,53.3,2,4,0,17.9375,274.29999999999995,5.9,1843.75
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,L2,568.9,292.0,1.0,0,51.3,2,1,0,17.9375,276.9,,
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,P2,489.6,245.0,1.0,0,50.0,2,4,0,17.9375,244.60000000000002,5.9,1445.5
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,P2,631.5,329.0,1.0,0,52.1,2,4,0,17.9375,302.5,5.9,1941.1000000000001
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,P2,570.3,292.0,1.0,0,51.2,2,4,0,17.9375,278.29999999999995,5.9,1722.8000000000002
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,P2,613.0,297.5,1.0,0,48.5,2,4,0,17.9375,315.5,5.9,1755.25
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,L2,696.5,388.5,1.0,0,55.8,2,1,0,17.9375,308.0,,
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,P2,575.1,299.0,1.0,0,52.0,2,4,0,17.9375,276.1,5.9,1764.1000000000001
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,L2,617.8,322.0,1.0,0,52.1,2,1,0,17.9375,295.79999999999995,,
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,L2,588.9,307.5,1.0,0,52.2,2,1,0,17.9375,281.4,,
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,P2,652.9,346.0,1.0,0,53.0,2,4,0,17.9375,306.9,5.9,2041.4
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,P2,552.3,291.5,1.0,0,52.8,2,4,0,17.9375,260.79999999999995,5.9,1719.8500000000001
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,P2,590.9,297.0,1.0,0,50.3,2,4,0,17.9375,293.9,5.9,1752.3000000000002
2024-05-21,2024,5,0.7132867132867133,steer,175.0,C,7.0,A,P2,540.4,278.5,1.0,0,51.5,2,4,0,17.9375,261.9,5.9,1643.15
2024-12-09,2024,12,0.45454545454545453,steer,175.0,C,19.0,B2,P2,595.4,327.0,2.0,0,54.9,2,4,2,24.0,268.4,5.9,1929.3000000000002
2024-12-09,2024,12,0.45454545454545453,steer,175.0,C,19.0,B2,P2,600.4,328.5,2.0,0,54.7,2,4,2,24.0,271.9,5.9,1938.15
2024-12-09,2024,12,0.45454545454545453,steer,175.0,C,19.0,B2,P2,555.2,309.5,2.0,0,55.7,2,4,2,24.0,245.70000000000005,5.9,1826.0500000000002
2024-12-09,2024,12,0.45454545454545453,steer,175.0,C,19.0,B2,P2,603.2,329.5,2.0,1,54.6,2,4,2,24.0,273.70000000000005,5.9,1944.0500000000002
2024-12-09,2024,12,0.45454545454545453,steer,175.0,C,19.0,B2,P2,584.8,299.0,2.0,1,51.1,2,4,2,24.0,285.79999999999995,5.9,1764.1000000000001
2024-12-09,2024,12,0.45454545454545453,steer,175.0,C,19.0,B2,P2,656.2,342.5,2.0,0,52.2,2,4,2,24.0,313.70000000000005,5.9,2020.7500000000002
