model_name,animal_type,target,measure (MAE/MSE),Cross-validation,evaluated_on (Train/Test),Error,n_rows,n_missing_feature_values,best_params
ElasticNet,steer,Total number of defects,MSE,5,Train,0.6230305005305609,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.014930424182422361, 'l1_ratio': 0.24455235877492099}"
ElasticNet,steer,Total number of defects,MSE,1,Test,0.8328071337154894,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.014930424182422361, 'l1_ratio': 0.24455235877492099}"
ElasticNet,steer,Total number of defects,MSE,2,Test,0.6315310499864197,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.014930424182422361, 'l1_ratio': 0.24455235877492099}"
ElasticNet,steer,Total number of defects,MSE,3,Test,0.7629677566052929,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.014930424182422361, 'l1_ratio': 0.24455235877492099}"
ElasticNet,steer,Total number of defects,MSE,4,Test,0.7739596763772691,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.014930424182422361, 'l1_ratio': 0.24455235877492099}"
ElasticNet,steer,Total number of defects,MSE,5,Test,0.9542540705436852,594,4265,"{'imputer_strategy': 'mean', 'alpha': 0.014930424182422361, 'l1_ratio': 0.24455235877492099}"
ElasticNet,heifer,Total number of defects,MAE,1,Train,0.6725389795993121,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MAE,2,Train,0.704921071304187,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MAE,3,Train,0.6906392829250078,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MAE,4,Train,0.7092408410038474,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MAE,5,Train,0.6892907444069926,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MAE,1,Test,0.7684494884161315,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MAE,2,Test,0.7082655330946711,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MAE,3,Test,0.7705570175534754,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MAE,4,Test,0.6196535195117557,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MAE,5,Test,0.7286021275956286,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MSE,1,Train,0.8434675269140264,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MSE,2,Train,0.9961631771547812,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MSE,3,Train,0.8905559273398179,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MSE,4,Train,1.0029804395931228,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MSE,5,Train,0.9248988430192296,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MSE,1,Test,1.3531126402348732,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MSE,2,Test,0.7243790905343934,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MSE,3,Test,1.2051443068552659,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MSE,4,Test,0.7142255404844221,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
ElasticNet,heifer,Total number of defects,MSE,5,Test,1.0107552527194792,233,3066,"{'imputer_strategy': 'median', 'alpha': 0.08698531215858768, 'l1_ratio': 0.6108548007241738}"
SVR,cow,live weight,MAE,1,Train,44.342947355034866,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MAE,2,Train,44.043586858985705,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MAE,3,Train,45.702361478293554,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MAE,4,Train,47.62178831083365,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MAE,5,Train,49.763005497916495,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MAE,1,Test,56.987425074751876,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MAE,2,Test,57.738455008656466,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MAE,3,Test,50.933581542301376,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MAE,4,Test,52.479885109253374,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MAE,5,Test,34.699244248210874,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MSE,1,Train,3414.749708230346,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MSE,2,Train,3374.1022279255417,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MSE,3,Train,3298.0888802728077,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MSE,4,Train,3780.7501955281778,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MSE,5,Train,4107.8886485991625,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MSE,1,Test,4857.277603815341,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MSE,2,Test,4674.199809715671,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MSE,3,Test,5123.186191665818,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MSE,4,Test,3956.3680721610126,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,cow,live weight,MSE,5,Test,1927.0981183217398,46,1302,"{'imputer_strategy': 'mean', 'C': 0.10353692316202232, 'epsilon': 0.10649541717264648, 'gamma': 0.00011899561497983197}"
SVR,steer,live weight,MAE,1,Train,24.34055743183237,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MAE,2,Train,22.29848088463901,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MAE,3,Train,23.179413044648367,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MAE,4,Train,23.26756544540405,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MAE,5,Train,23.607713147937808,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MAE,1,Test,21.533234029769368,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MAE,2,Test,31.20201108339156,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MAE,3,Test,27.392477291461542,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MAE,4,Test,26.03390500979819,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MAE,5,Test,24.852982129562808,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MSE,1,Train,1687.9122363793333,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MSE,2,Train,954.634844273268,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MSE,3,Train,1584.735764090696,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MSE,4,Train,1641.9853313664166,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MSE,5,Train,1698.1658331167835,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MSE,1,Test,881.4607585787998,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MSE,2,Test,4062.414132868262,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MSE,3,Test,1418.5927822473684,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MSE,4,Test,1150.7492488428663,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,steer,live weight,MSE,5,Test,986.1792405445908,594,4265,"{'imputer_strategy': 'median', 'C': 36.01403159156335, 'epsilon': 4.568831842565516, 'gamma': 0.15280020729427032}"
SVR,heifer,live weight,MAE,1,Train,14.355869662583299,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MAE,2,Train,13.9816229769506,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MAE,3,Train,15.267841572917682,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MAE,4,Train,14.937162335337682,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MAE,5,Train,15.06828928638063,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MAE,1,Test,19.997121813449237,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MAE,2,Test,23.321993959446832,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MAE,3,Test,17.06743530176077,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MAE,4,Test,17.3986200678714,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MAE,5,Test,18.547418755813183,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MSE,1,Train,445.3170783861446,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MSE,2,Train,462.28492833463326,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MSE,3,Train,550.5896636499964,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MSE,4,Train,519.1004352945869,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MSE,5,Train,466.9367078098174,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MSE,1,Test,686.7762348131467,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MSE,2,Test,1030.1643385973473,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MSE,3,Test,560.9745182604662,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MSE,4,Test,516.2817649223106,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,heifer,live weight,MSE,5,Test,782.6559947106333,233,3066,"{'imputer_strategy': 'median', 'C': 97.84879137215572, 'epsilon': 0.011324518669572941, 'gamma': 0.9574727288652666}"
SVR,cow,carcass weight,MAE,1,Train,23.934625265422426,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MAE,2,Train,24.66441328532487,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MAE,3,Train,22.75950611404196,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MAE,4,Train,26.96330027882352,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MAE,5,Train,27.31633022461388,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MAE,1,Test,31.309374187075917,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MAE,2,Test,27.579858984636093,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MAE,3,Test,35.66840264198846,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MAE,4,Test,18.889520832383727,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MAE,5,Test,16.75972380694473,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MSE,1,Train,1045.7540813262376,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MSE,2,Train,1025.506182172019,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MSE,3,Train,942.5657874556305,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MSE,4,Train,1253.3978477105184,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MSE,5,Train,1277.2349293153895,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MSE,1,Test,1494.50342913562,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MSE,2,Test,1493.0973077550484,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MSE,3,Test,1857.6521590265143,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MSE,4,Test,570.4175659713195,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,cow,carcass weight,MSE,5,Test,460.0464372775753,46,1302,"{'imputer_strategy': 'mean', 'C': 0.1022550552090603, 'epsilon': 1.0184020094388615, 'gamma': 0.0010846252415552134}"
SVR,steer,carcass weight,MAE,1,Train,13.361507114770372,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MAE,2,Train,12.674506849582976,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MAE,3,Train,12.946781134926328,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MAE,4,Train,12.664393524744389,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MAE,5,Train,12.600783078276798,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MAE,1,Test,12.043406302917534,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MAE,2,Test,14.993661035877599,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MAE,3,Test,13.475698099549161,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MAE,4,Test,14.844236109377738,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MAE,5,Test,14.437488644947488,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MSE,1,Train,315.6302588654227,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MSE,2,Train,282.0115921443437,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MSE,3,Train,294.36841061562734,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MSE,4,Train,302.3467821041907,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MSE,5,Train,302.6934873661839,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MSE,1,Test,256.3631823699966,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MSE,2,Test,411.8372288818958,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MSE,3,Test,344.28761871286434,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MSE,4,Test,334.74183974773837,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,steer,carcass weight,MSE,5,Test,327.51474527977194,594,4265,"{'imputer_strategy': 'median', 'C': 12.779170045581322, 'epsilon': 4.578094103192687, 'gamma': 0.0968603639091186}"
SVR,heifer,carcass weight,MAE,1,Train,9.201447719088447,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MAE,2,Train,9.09611117917067,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MAE,3,Train,9.764610159208978,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MAE,4,Train,9.751432465501313,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MAE,5,Train,9.436566255011034,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MAE,1,Test,12.307780501562867,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MAE,2,Test,13.113798866208539,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MAE,3,Test,10.35181763796316,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MAE,4,Test,9.844566444811402,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MAE,5,Test,10.99648511012351,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MSE,1,Train,170.1358454446597,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MSE,2,Train,181.9552208586202,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MSE,3,Train,203.52630911178608,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MSE,4,Train,196.17464288049962,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MSE,5,Train,162.98604221665028,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MSE,1,Test,283.4900499569226,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
SVR,heifer,carcass weight,MSE,2,Test,253.1983855772585,233,3066,"{'imputer_strategy': 'median', 'C': 9.70141902435111, 'epsilon': 0.026929923725399076, 'gamma': 0.9019910025501036}"
