model_name,animal_type,target,measure (MAE/MSE),Cross-validation,evaluated_on (Train/Test),Error,n_rows,n_missing_feature_values,best_params
Random Forest,heifer,carcass weight,MSE,2,Train,161.15344062036536,233,3066,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.7987295314364272}"
Random Forest,heifer,carcass weight,MSE,3,Train,184.31930333962094,233,3066,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.7987295314364272}"
Random Forest,heifer,carcass weight,MSE,4,Train,179.14853803530076,233,3066,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.7987295314364272}"
Random Forest,heifer,carcass weight,MSE,5,Train,162.3428593720865,233,3066,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.7987295314364272}"
Random Forest,heifer,carcass weight,MSE,1,Test,285.55001369938043,233,3066,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.7987295314364272}"
Random Forest,heifer,carcass weight,MSE,2,Test,234.10754969008187,233,3066,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.7987295314364272}"
Random Forest,heifer,carcass weight,MSE,3,Test,153.24786703877507,233,3066,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.7987295314364272}"
Random Forest,heifer,carcass weight,MSE,4,Test,181.45145762349884,233,3066,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.7987295314364272}"
Random Forest,heifer,carcass weight,MSE,5,Test,303.1526557976107,233,3066,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.7987295314364272}"
Random Forest,cow,price,MAE,1,Train,79.3499721487035,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MAE,2,Train,83.56182546720649,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MAE,3,Train,78.85214585356194,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MAE,4,Train,93.02144184758815,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MAE,5,Train,94.37229959541196,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MAE,1,Test,116.06465335292289,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MAE,2,Test,99.4905056285167,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MAE,3,Test,117.67615478120882,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MAE,4,Test,58.856461324956435,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MAE,5,Test,60.050095712269844,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MSE,1,Train,11084.923670188931,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MSE,2,Train,10934.191947591695,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MSE,3,Train,10862.817750959797,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MSE,4,Train,14475.39519319224,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MSE,5,Train,15065.12494836561,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MSE,1,Test,18200.90829244868,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MSE,2,Test,18755.590558478954,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MSE,3,Test,22549.306832795504,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MSE,4,Test,5924.020446448295,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,cow,price,MSE,5,Test,6135.142215170964,46,1302,"{'n_estimators': 300, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.46613721027637744}"
Random Forest,steer,price,MAE,1,Train,77.07705915770343,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MAE,2,Train,79.10264372246637,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MAE,3,Train,73.50647288195516,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MAE,4,Train,75.7780242720746,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MAE,5,Train,75.99733699639454,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MAE,1,Test,75.92691439545327,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MAE,2,Test,71.61971327575657,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MAE,3,Test,91.86174772139218,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MAE,4,Test,85.45063624299635,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MAE,5,Test,78.98230483830137,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MSE,1,Train,10440.316879470141,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MSE,2,Train,10430.533045532811,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MSE,3,Train,8816.38163766501,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MSE,4,Train,10064.38727445213,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MSE,5,Train,10122.463521033964,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MSE,1,Test,9080.695768856524,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MSE,2,Test,9088.898566588821,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MSE,3,Test,15897.806839981913,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MSE,4,Test,11463.843705897832,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,price,MSE,5,Test,10079.495185957128,584,4260,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,price,MAE,1,Train,52.39207495136819,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MAE,2,Train,52.267494570184375,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MAE,3,Train,56.546990485368994,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MAE,4,Train,56.27222464561224,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MAE,5,Train,55.391286435144025,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MAE,1,Test,69.91365947430661,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MAE,2,Test,69.91018100174111,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MAE,3,Test,56.174696954027624,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MAE,4,Test,56.022045528588954,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MAE,5,Test,66.06298883881341,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MSE,1,Train,4719.693812381953,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MSE,2,Train,5110.379363715405,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MSE,3,Train,5896.232113772043,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MSE,4,Train,5725.4382738856475,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MSE,5,Train,5232.0663344611985,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MSE,1,Test,8937.331321407186,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MSE,2,Test,7667.279558011166,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MSE,3,Test,4886.966061096543,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MSE,4,Test,5142.777510915114,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,heifer,price,MSE,5,Test,9556.69561954271,233,3066,"{'n_estimators': 200, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.8858516852733119}"
Random Forest,cow,Total number of defects,MAE,1,Train,0.7437634376025346,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MAE,2,Train,0.758013860493638,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MAE,3,Train,0.6703769449676524,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MAE,4,Train,0.8268179444347278,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MAE,5,Train,0.7812551949260329,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MAE,1,Test,0.9041836331979974,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MAE,2,Test,0.936959371192861,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MAE,3,Test,1.0121363355977169,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MAE,4,Test,0.47635656249843894,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MAE,5,Test,0.7624483272931433,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MSE,1,Train,0.8480471422905654,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MSE,2,Train,0.8091842523626663,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MSE,3,Train,0.7647549432613922,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MSE,4,Train,1.0028643307855771,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MSE,5,Train,0.9497136756717468,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MSE,1,Test,1.0945160723677791,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MSE,2,Test,1.8248100493272392,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MSE,3,Test,1.268664156470099,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MSE,4,Test,0.37735053673944313,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,cow,Total number of defects,MSE,5,Test,0.7187129801445888,46,1302,"{'n_estimators': 150, 'max_depth': 6, 'min_samples_leaf': 1, 'max_features': 0.3164605052733875}"
Random Forest,steer,Total number of defects,MAE,1,Train,0.5296091471069382,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MAE,2,Train,0.5389857572044965,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MAE,3,Train,0.5287940652155718,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MAE,4,Train,0.538269728869595,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MAE,5,Train,0.5026961906294513,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MAE,1,Test,0.5886715399707219,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MAE,2,Test,0.5518373619534528,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MAE,3,Test,0.5419744788173895,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MAE,4,Test,0.5472173482157731,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MAE,5,Test,0.633652893005686,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MSE,1,Train,0.6237877094623054,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MSE,2,Train,0.6765445943534533,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MSE,3,Train,0.6576260686905548,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MSE,4,Train,0.6647656449777858,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MSE,5,Train,0.5968531074874897,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MSE,1,Test,0.8406737875326029,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MSE,2,Test,0.6335379418032913,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MSE,3,Test,0.7687449589381804,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MSE,4,Test,0.7220114465530275,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,steer,Total number of defects,MSE,5,Test,0.915125975752265,594,4265,"{'n_estimators': 250, 'max_depth': 6, 'min_samples_leaf': 3, 'max_features': 0.49677645772183954}"
Random Forest,heifer,Total number of defects,MAE,1,Train,0.65249515868209,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MAE,2,Train,0.6990461165939171,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MAE,3,Train,0.6840697128036564,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MAE,4,Train,0.7113206894980159,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MAE,5,Train,0.6825696482000678,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MAE,1,Test,0.7720808221592191,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MAE,2,Test,0.705145431910638,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MAE,3,Test,0.7718372221888735,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MAE,4,Test,0.6304846108579983,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MAE,5,Test,0.7268142942746868,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MSE,1,Train,0.8289624936923214,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MSE,2,Train,0.9985770627485676,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MSE,3,Train,0.8889935968295101,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MSE,4,Train,1.0042209438615437,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MSE,5,Train,0.9210209176059873,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MSE,1,Test,1.4069047875872203,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MSE,2,Test,0.7321880735811995,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MSE,3,Test,1.2039171174750694,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MSE,4,Test,0.725330593807523,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,heifer,Total number of defects,MSE,5,Test,0.9993698488527741,233,3066,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
LightGBM,cow,live weight,MAE,1,Train,44.55945050455401,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MAE,2,Train,43.02756906379135,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MAE,3,Train,45.98107547046973,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MAE,4,Train,47.12048701070955,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MAE,5,Train,49.004918505809,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MAE,1,Test,59.824305798568574,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MAE,2,Test,62.58634994419832,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MAE,3,Test,48.82856989958412,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MAE,4,Test,45.506977757293434,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MAE,5,Test,36.892960132394954,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MSE,1,Train,3339.600398636286,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MSE,2,Train,3062.0416344843356,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MSE,3,Train,3284.112975552304,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
LightGBM,cow,live weight,MSE,4,Train,3688.453755832812,46,1302,"{'n_estimators': 350, 'learning_rate': 0.025572779063874947, 'num_leaves': 8, 'max_depth': 3, 'min_child_samples': 13, 'subsample': 0.7843327675950741, 'colsample_bytree': 0.9633196203122232, 'reg_lambda': 0.03108548605372737}"
