model_name,animal_type,target,max_lag,measure (MAE/MSE),Cross-validation,evaluated_on (Train/Test),Error
SVR(C=3),steer,price,90,MSE,2,Test,19633.437703505027
SVR(C=3),steer,price,90,MSE,3,Test,12285.498237496331
SVR(C=3),steer,price,90,MSE,4,Test,19280.939307713863
SVR(C=3),steer,price,90,MSE,5,Test,16385.16219763788
SVR(C=3),heifer,price,90,MAE,1,Train,74.00096123786011
SVR(C=3),heifer,price,90,MAE,2,Train,65.83515251160435
SVR(C=3),heifer,price,90,MAE,3,Train,65.87876448439899
SVR(C=3),heifer,price,90,MAE,4,Train,72.78285800626303
SVR(C=3),heifer,price,90,MAE,5,Train,64.13948062114238
SVR(C=3),heifer,price,90,MAE,1,Test,52.60378674429976
SVR(C=3),heifer,price,90,MAE,2,Test,80.31426115614306
SVR(C=3),heifer,price,90,MAE,3,Test,85.05164904300878
SVR(C=3),heifer,price,90,MAE,4,Test,51.25575735613555
SVR(C=3),heifer,price,90,MAE,5,Test,86.95476406357584
SVR(C=3),heifer,price,90,MSE,1,Train,10162.3592741028
SVR(C=3),heifer,price,90,MSE,2,Train,7960.801389948964
SVR(C=3),heifer,price,90,MSE,3,Train,8382.327486069455
SVR(C=3),heifer,price,90,MSE,4,Train,9434.76614275219
SVR(C=3),heifer,price,90,MSE,5,Train,7350.236629082127
SVR(C=3),heifer,price,90,MSE,1,Test,3873.180993728129
SVR(C=3),heifer,price,90,MSE,2,Test,11300.04935062827
SVR(C=3),heifer,price,90,MSE,3,Test,11217.113055139926
SVR(C=3),heifer,price,90,MSE,4,Test,5031.606151649908
SVR(C=3),heifer,price,90,MSE,5,Test,14532.276789609889
SVR(C=3),cow,Total number of defects,90,MAE,1,Train,0.6889539645240867
SVR(C=3),cow,Total number of defects,90,MAE,2,Train,0.6676259168667468
SVR(C=3),cow,Total number of defects,90,MAE,3,Train,0.7000549437182978
SVR(C=3),cow,Total number of defects,90,MAE,4,Train,0.727081970745325
SVR(C=3),cow,Total number of defects,90,MAE,5,Train,0.6730498271461772
SVR(C=3),cow,Total number of defects,90,MAE,1,Test,0.8001004027067019
SVR(C=3),cow,Total number of defects,90,MAE,2,Test,0.8111868627902072
SVR(C=3),cow,Total number of defects,90,MAE,3,Test,0.6777896664762988
SVR(C=3),cow,Total number of defects,90,MAE,4,Test,0.5666785553651876
SVR(C=3),cow,Total number of defects,90,MAE,5,Test,0.7889678786800516
SVR(C=3),cow,Total number of defects,90,MSE,1,Train,0.91000936202224
SVR(C=3),cow,Total number of defects,90,MSE,2,Train,0.7775338307690658
SVR(C=3),cow,Total number of defects,90,MSE,3,Train,0.8640604971445252
SVR(C=3),cow,Total number of defects,90,MSE,4,Train,0.9505643342317409
SVR(C=3),cow,Total number of defects,90,MSE,5,Train,0.7883593848145569
SVR(C=3),cow,Total number of defects,90,MSE,1,Test,0.9300937599189627
SVR(C=3),cow,Total number of defects,90,MSE,2,Test,1.2100050845620902
SVR(C=3),cow,Total number of defects,90,MSE,3,Test,0.8544564102711792
SVR(C=3),cow,Total number of defects,90,MSE,4,Test,0.49882952446817885
SVR(C=3),cow,Total number of defects,90,MSE,5,Test,1.1656979683619155
SVR(C=3),steer,Total number of defects,90,MAE,1,Train,0.3134642052213179
SVR(C=3),steer,Total number of defects,90,MAE,2,Train,0.3461091354245066
SVR(C=3),steer,Total number of defects,90,MAE,3,Train,0.3310599101409501
SVR(C=3),steer,Total number of defects,90,MAE,4,Train,0.32967074796793683
SVR(C=3),steer,Total number of defects,90,MAE,5,Train,0.3231935466620625
SVR(C=3),steer,Total number of defects,90,MAE,1,Test,0.41114712447399426
SVR(C=3),steer,Total number of defects,90,MAE,2,Test,0.2748374887405995
SVR(C=3),steer,Total number of defects,90,MAE,3,Test,0.3390093124345944
SVR(C=3),steer,Total number of defects,90,MAE,4,Test,0.3583434862347255
SVR(C=3),steer,Total number of defects,90,MAE,5,Test,0.3775247838527472
SVR(C=3),steer,Total number of defects,90,MSE,1,Train,0.36870157898408923
SVR(C=3),steer,Total number of defects,90,MSE,2,Train,0.43317500229387795
SVR(C=3),steer,Total number of defects,90,MSE,3,Train,0.387870070134985
SVR(C=3),steer,Total number of defects,90,MSE,4,Train,0.3444468799142318
SVR(C=3),steer,Total number of defects,90,MSE,5,Train,0.3980569891091255
SVR(C=3),steer,Total number of defects,90,MSE,1,Test,0.5405140766701678
SVR(C=3),steer,Total number of defects,90,MSE,2,Test,0.25110526669829547
SVR(C=3),steer,Total number of defects,90,MSE,3,Test,0.37022492117753747
SVR(C=3),steer,Total number of defects,90,MSE,4,Test,0.6701765323083959
SVR(C=3),steer,Total number of defects,90,MSE,5,Test,0.3826509147348627
SVR(C=3),heifer,Total number of defects,90,MAE,1,Train,0.5369289940173464
SVR(C=3),heifer,Total number of defects,90,MAE,2,Train,0.448431071249343
SVR(C=3),heifer,Total number of defects,90,MAE,3,Train,0.5020830254503686
SVR(C=3),heifer,Total number of defects,90,MAE,4,Train,0.42953673334083553
SVR(C=3),heifer,Total number of defects,90,MAE,5,Train,0.46734528381498286
SVR(C=3),heifer,Total number of defects,90,MAE,1,Test,0.30084056670476506
SVR(C=3),heifer,Total number of defects,90,MAE,2,Test,0.6439832043551438
SVR(C=3),heifer,Total number of defects,90,MAE,3,Test,0.4251020937936776
SVR(C=3),heifer,Total number of defects,90,MAE,4,Test,0.7257356866138779
SVR(C=3),heifer,Total number of defects,90,MAE,5,Test,0.6415234519266765
SVR(C=3),heifer,Total number of defects,90,MSE,1,Train,0.7922771566190111
SVR(C=3),heifer,Total number of defects,90,MSE,2,Train,0.546038733993047
SVR(C=3),heifer,Total number of defects,90,MSE,3,Train,0.7487082617578439
SVR(C=3),heifer,Total number of defects,90,MSE,4,Train,0.4803228864727608
SVR(C=3),heifer,Total number of defects,90,MSE,5,Train,0.6589568103213121
SVR(C=3),heifer,Total number of defects,90,MSE,1,Test,0.20582833828978925
SVR(C=3),heifer,Total number of defects,90,MSE,2,Test,1.0978342580532423
SVR(C=3),heifer,Total number of defects,90,MSE,3,Test,0.3600253410573136
SVR(C=3),heifer,Total number of defects,90,MSE,4,Test,1.4314344889941377
SVR(C=3),heifer,Total number of defects,90,MSE,5,Test,0.6596412355487539
SVR(C=3),cow,live weight,180,MAE,1,Train,45.63607216857385
SVR(C=3),cow,live weight,180,MAE,2,Train,40.53998493684523
SVR(C=3),cow,live weight,180,MAE,3,Train,45.443364368183666
SVR(C=3),cow,live weight,180,MAE,4,Train,42.82424048636358
SVR(C=3),cow,live weight,180,MAE,5,Train,52.3733227168062
SVR(C=3),cow,live weight,180,MAE,1,Test,46.06002337433732
SVR(C=3),cow,live weight,180,MAE,2,Test,69.48001183147758
SVR(C=3),cow,live weight,180,MAE,3,Test,51.82574369841561
SVR(C=3),cow,live weight,180,MAE,4,Test,57.79999999172295
SVR(C=3),cow,live weight,180,MAE,5,Test,21.51738557980991
SVR(C=3),cow,live weight,180,MSE,1,Train,3581.3149140040578
SVR(C=3),cow,live weight,180,MSE,2,Train,2743.226893957043
SVR(C=3),cow,live weight,180,MSE,3,Train,3749.510980415365
SVR(C=3),cow,live weight,180,MSE,4,Train,3210.9453228815682
SVR(C=3),cow,live weight,180,MSE,5,Train,4488.119970754124
SVR(C=3),cow,live weight,180,MSE,1,Test,3408.715697863766
SVR(C=3),cow,live weight,180,MSE,2,Test,7246.323253378292
SVR(C=3),cow,live weight,180,MSE,3,Test,3522.171051164659
SVR(C=3),cow,live weight,180,MSE,4,Test,4919.91903273462
SVR(C=3),cow,live weight,180,MSE,5,Test,615.6605095469307
SVR(C=3),steer,live weight,180,MAE,1,Train,30.122385748325424
SVR(C=3),steer,live weight,180,MAE,2,Train,27.672693363922075
SVR(C=3),steer,live weight,180,MAE,3,Train,29.973462728555177
SVR(C=3),steer,live weight,180,MAE,4,Train,28.697319651130165
SVR(C=3),steer,live weight,180,MAE,5,Train,30.179088354420575
SVR(C=3),steer,live weight,180,MAE,1,Test,26.303146949055094
SVR(C=3),steer,live weight,180,MAE,2,Test,38.269180958033935
SVR(C=3),steer,live weight,180,MAE,3,Test,29.340799743266285
SVR(C=3),steer,live weight,180,MAE,4,Test,32.53725310813419
SVR(C=3),steer,live weight,180,MAE,5,Test,27.423455894931056
SVR(C=3),steer,live weight,180,MSE,1,Train,2259.3085339720074
SVR(C=3),steer,live weight,180,MSE,2,Train,1330.9431130363134
SVR(C=3),steer,live weight,180,MSE,3,Train,2221.666120937313
SVR(C=3),steer,live weight,180,MSE,4,Train,2156.5511127243462
SVR(C=3),steer,live weight,180,MSE,5,Train,2294.761855811413
SVR(C=3),steer,live weight,180,MSE,1,Test,1147.1158229623186
SVR(C=3),steer,live weight,180,MSE,2,Test,5159.766874287781
SVR(C=3),steer,live weight,180,MSE,3,Test,1614.821641260991
SVR(C=3),steer,live weight,180,MSE,4,Test,1647.8061898236044
SVR(C=3),steer,live weight,180,MSE,5,Test,1179.1407435733008
SVR(C=3),heifer,live weight,180,MAE,1,Train,21.30140903231273
SVR(C=3),heifer,live weight,180,MAE,2,Train,18.202187798620347
SVR(C=3),heifer,live weight,180,MAE,3,Train,19.063381952278014
SVR(C=3),heifer,live weight,180,MAE,4,Train,19.021305828395416
SVR(C=3),heifer,live weight,180,MAE,5,Train,17.760801832844493
SVR(C=3),heifer,live weight,180,MAE,1,Test,13.979310915648924
SVR(C=3),heifer,live weight,180,MAE,2,Test,22.079530088802848
SVR(C=3),heifer,live weight,180,MAE,3,Test,21.834640770534268
SVR(C=3),heifer,live weight,180,MAE,4,Test,22.241035632861195
SVR(C=3),heifer,live weight,180,MAE,5,Test,24.596380858113548
SVR(C=3),heifer,live weight,180,MSE,1,Train,867.6209129221234
SVR(C=3),heifer,live weight,180,MSE,2,Train,674.9127639740226
SVR(C=3),heifer,live weight,180,MSE,3,Train,709.4227233769707
SVR(C=3),heifer,live weight,180,MSE,4,Train,739.1815367263816
SVR(C=3),heifer,live weight,180,MSE,5,Train,613.3920205987586
SVR(C=3),heifer,live weight,180,MSE,1,Test,319.0742361662831
SVR(C=3),heifer,live weight,180,MSE,2,Test,881.2274772303235
SVR(C=3),heifer,live weight,180,MSE,3,Test,959.9645250903035
SVR(C=3),heifer,live weight,180,MSE,4,Test,853.4386739616206
SVR(C=3),heifer,live weight,180,MSE,5,Test,1094.8624137672557
SVR(C=3),cow,carcass weight,180,MAE,1,Train,23.651163515198114
SVR(C=3),cow,carcass weight,180,MAE,2,Train,21.763327705453168
SVR(C=3),cow,carcass weight,180,MAE,3,Train,24.418883109409116
SVR(C=3),cow,carcass weight,180,MAE,4,Train,22.945966057498
SVR(C=3),cow,carcass weight,180,MAE,5,Train,27.371738978366718
SVR(C=3),cow,carcass weight,180,MAE,1,Test,25.69032647890025
SVR(C=3),cow,carcass weight,180,MAE,2,Test,36.691284729214544
SVR(C=3),cow,carcass weight,180,MAE,3,Test,26.82222222208581
SVR(C=3),cow,carcass weight,180,MAE,4,Test,29.811111103516186
SVR(C=3),cow,carcass weight,180,MAE,5,Test,13.669685679077904
SVR(C=3),cow,carcass weight,180,MSE,1,Train,904.8304956947019
SVR(C=3),cow,carcass weight,180,MSE,2,Train,854.6953342577688
SVR(C=3),cow,carcass weight,180,MSE,3,Train,1125.3203576648732
SVR(C=3),cow,carcass weight,180,MSE,4,Train,963.1745057546656
SVR(C=3),cow,carcass weight,180,MSE,5,Train,1290.5384039219884
SVR(C=3),cow,carcass weight,180,MSE,1,Test,1380.6049532336642
SVR(C=3),cow,carcass weight,180,MSE,2,Test,2031.9654899155075
SVR(C=3),cow,carcass weight,180,MSE,3,Test,995.237547111073
SVR(C=3),cow,carcass weight,180,MSE,4,Test,1237.0064867535054
SVR(C=3),cow,carcass weight,180,MSE,5,Test,249.1429902000879
SVR(C=3),steer,carcass weight,180,MAE,1,Train,15.368544673238356
SVR(C=3),steer,carcass weight,180,MAE,2,Train,14.44848850168118
SVR(C=3),steer,carcass weight,180,MAE,3,Train,15.151279812281986
SVR(C=3),steer,carcass weight,180,MAE,4,Train,14.185886077992263
SVR(C=3),steer,carcass weight,180,MAE,5,Train,14.451631485476096
SVR(C=3),steer,carcass weight,180,MAE,1,Test,12.87955005434481
SVR(C=3),steer,carcass weight,180,MAE,2,Test,16.452442138642066
SVR(C=3),steer,carcass weight,180,MAE,3,Test,13.853825532380569
SVR(C=3),steer,carcass weight,180,MAE,4,Test,17.34035032580168
SVR(C=3),steer,carcass weight,180,MAE,5,Test,16.57310989093175
SVR(C=3),steer,carcass weight,180,MSE,1,Train,398.21125060656374
SVR(C=3),steer,carcass weight,180,MSE,2,Train,356.3554911005473
SVR(C=3),steer,carcass weight,180,MSE,3,Train,395.1716518619101
SVR(C=3),steer,carcass weight,180,MSE,4,Train,342.96514628019605
SVR(C=3),steer,carcass weight,180,MSE,5,Train,372.2808051256397
SVR(C=3),steer,carcass weight,180,MSE,1,Test,296.3889803835969
SVR(C=3),steer,carcass weight,180,MSE,2,Test,456.28290343117817
SVR(C=3),steer,carcass weight,180,MSE,3,Test,314.1974728960652
SVR(C=3),steer,carcass weight,180,MSE,4,Test,504.14698215489847
SVR(C=3),steer,carcass weight,180,MSE,5,Test,407.82211699764116
SVR(C=3),heifer,carcass weight,180,MAE,1,Train,11.965837392011325
SVR(C=3),heifer,carcass weight,180,MAE,2,Train,10.16523646765327
SVR(C=3),heifer,carcass weight,180,MAE,3,Train,10.445025288974254
SVR(C=3),heifer,carcass weight,180,MAE,4,Train,11.363765814551087
SVR(C=3),heifer,carcass weight,180,MAE,5,Train,9.564498858920796
SVR(C=3),heifer,carcass weight,180,MAE,1,Test,6.913747749598864
SVR(C=3),heifer,carcass weight,180,MAE,2,Test,13.722671470849201
SVR(C=3),heifer,carcass weight,180,MAE,3,Test,13.03053377914406
SVR(C=3),heifer,carcass weight,180,MAE,4,Test,9.18000042817244
SVR(C=3),heifer,carcass weight,180,MAE,5,Test,15.299538738996764
SVR(C=3),heifer,carcass weight,180,MSE,1,Train,275.51954615576926
SVR(C=3),heifer,carcass weight,180,MSE,2,Train,208.46865064465206
SVR(C=3),heifer,carcass weight,180,MSE,3,Train,222.5654800196981
SVR(C=3),heifer,carcass weight,180,MSE,4,Train,249.18536989338492
SVR(C=3),heifer,carcass weight,180,MSE,5,Train,187.14712803103833
SVR(C=3),heifer,carcass weight,180,MSE,1,Test,71.87465501263983
SVR(C=3),heifer,carcass weight,180,MSE,2,Test,329.88053884486277
SVR(C=3),heifer,carcass weight,180,MSE,3,Test,303.79636882280784
SVR(C=3),heifer,carcass weight,180,MSE,4,Test,159.26377097178633
SVR(C=3),heifer,carcass weight,180,MSE,5,Test,413.0249456380067
SVR(C=3),cow,price,180,MAE,1,Train,95.94171593380828
SVR(C=3),cow,price,180,MAE,2,Train,81.28783493757761
SVR(C=3),cow,price,180,MAE,3,Train,91.48335188729007
SVR(C=3),cow,price,180,MAE,4,Train,90.69977601879724
SVR(C=3),cow,price,180,MAE,5,Train,100.07419207468948
SVR(C=3),cow,price,180,MAE,1,Test,78.23085940882052
SVR(C=3),cow,price,180,MAE,2,Test,136.0009562389791
SVR(C=3),cow,price,180,MAE,3,Test,100.13770515744422
SVR(C=3),cow,price,180,MAE,4,Test,95.25614952445365
SVR(C=3),cow,price,180,MAE,5,Test,59.987364086424094
SVR(C=3),cow,price,180,MSE,1,Train,16342.144889790312
SVR(C=3),cow,price,180,MSE,2,Train,12355.410223126959
SVR(C=3),cow,price,180,MSE,3,Train,16055.424750657148
SVR(C=3),cow,price,180,MSE,4,Train,14283.47416718907
SVR(C=3),cow,price,180,MSE,5,Train,17945.317355385014
SVR(C=3),cow,price,180,MSE,1,Test,11863.029163918503
SVR(C=3),cow,price,180,MSE,2,Test,28080.788495905268
SVR(C=3),cow,price,180,MSE,3,Test,14958.144790320948
SVR(C=3),cow,price,180,MSE,4,Test,18877.135158539768
SVR(C=3),cow,price,180,MSE,5,Test,5344.261729846994
SVR(C=3),steer,price,180,MAE,1,Train,100.8432513967882
SVR(C=3),steer,price,180,MAE,2,Train,95.56221761001656
SVR(C=3),steer,price,180,MAE,3,Train,99.87347082627215
SVR(C=3),steer,price,180,MAE,4,Train,94.5065258449746
SVR(C=3),steer,price,180,MAE,5,Train,95.68102739215566
SVR(C=3),steer,price,180,MAE,1,Test,84.65706285920561
SVR(C=3),steer,price,180,MAE,2,Test,106.92541023658279
SVR(C=3),steer,price,180,MAE,3,Test,87.71688732159163
SVR(C=3),steer,price,180,MAE,4,Test,108.99048815364537
SVR(C=3),steer,price,180,MAE,5,Test,106.49041756293886
SVR(C=3),steer,price,180,MSE,1,Train,16482.345501055435
SVR(C=3),steer,price,180,MSE,2,Train,14654.538712181184
SVR(C=3),steer,price,180,MSE,3,Train,16338.768776300869
SVR(C=3),steer,price,180,MSE,4,Train,14545.549356351146
SVR(C=3),steer,price,180,MSE,5,Train,15428.423174152276
SVR(C=3),steer,price,180,MSE,1,Test,11745.49114729523
SVR(C=3),steer,price,180,MSE,2,Test,19567.295513747187
SVR(C=3),steer,price,180,MSE,3,Test,12240.07869659908
SVR(C=3),steer,price,180,MSE,4,Test,19228.574890030606
SVR(C=3),steer,price,180,MSE,5,Test,16318.407447882319
SVR(C=3),heifer,price,180,MAE,1,Train,73.82569076418731
SVR(C=3),heifer,price,180,MAE,2,Train,65.5834314463554
SVR(C=3),heifer,price,180,MAE,3,Train,65.65649853662363
SVR(C=3),heifer,price,180,MAE,4,Train,72.49735167157584
SVR(C=3),heifer,price,180,MAE,5,Train,63.965858729292414
SVR(C=3),heifer,price,180,MAE,1,Test,52.334752560696735
SVR(C=3),heifer,price,180,MAE,2,Test,80.33712431548926
SVR(C=3),heifer,price,180,MAE,3,Test,84.7143166049939
SVR(C=3),heifer,price,180,MAE,4,Test,50.8608601799068
SVR(C=3),heifer,price,180,MAE,5,Test,86.74010951149292
SVR(C=3),heifer,price,180,MSE,1,Train,10128.313064767439
SVR(C=3),heifer,price,180,MSE,2,Train,7912.1410874033045
SVR(C=3),heifer,price,180,MSE,3,Train,8334.200233736578
SVR(C=3),heifer,price,180,MSE,4,Train,9381.31628756134
SVR(C=3),heifer,price,180,MSE,5,Train,7327.84338072373
SVR(C=3),heifer,price,180,MSE,1,Test,3822.857558141019
SVR(C=3),heifer,price,180,MSE,2,Test,11288.01973622338
SVR(C=3),heifer,price,180,MSE,3,Test,11185.75235876933
SVR(C=3),heifer,price,180,MSE,4,Test,4974.986841902874
SVR(C=3),heifer,price,180,MSE,5,Test,14403.615421108689
SVR(C=3),cow,Total number of defects,180,MAE,1,Train,0.6889648810100716
SVR(C=3),cow,Total number of defects,180,MAE,2,Train,0.667637739550366
SVR(C=3),cow,Total number of defects,180,MAE,3,Train,0.7000611933568812
SVR(C=3),cow,Total number of defects,180,MAE,4,Train,0.7270882203839083
SVR(C=3),cow,Total number of defects,180,MAE,5,Train,0.6730498311252929
SVR(C=3),cow,Total number of defects,180,MAE,1,Test,0.8001172452329893
SVR(C=3),cow,Total number of defects,180,MAE,2,Test,0.811207272424324
SVR(C=3),cow,Total number of defects,180,MAE,3,Test,0.6778137169763166
SVR(C=3),cow,Total number of defects,180,MAE,4,Test,0.5667026058652056
SVR(C=3),cow,Total number of defects,180,MAE,5,Test,0.78886548266212
SVR(C=3),cow,Total number of defects,180,MSE,1,Train,0.9100109452432186
SVR(C=3),cow,Total number of defects,180,MSE,2,Train,0.7775199195652391
SVR(C=3),cow,Total number of defects,180,MSE,3,Train,0.8640698944827538
SVR(C=3),cow,Total number of defects,180,MSE,4,Train,0.9505738647878866
SVR(C=3),cow,Total number of defects,180,MSE,5,Train,0.7883755701463492
SVR(C=3),cow,Total number of defects,180,MSE,1,Test,0.9301094978623343
SVR(C=3),cow,Total number of defects,180,MSE,2,Test,1.2100039029795873
SVR(C=3),cow,Total number of defects,180,MSE,3,Test,0.8544804886998635
SVR(C=3),cow,Total number of defects,180,MSE,4,Test,0.49885305522320816
SVR(C=3),cow,Total number of defects,180,MSE,5,Test,1.165443238259244
SVR(C=3),steer,Total number of defects,180,MAE,1,Train,0.31385394712819525
SVR(C=3),steer,Total number of defects,180,MAE,2,Train,0.34620743139996374
SVR(C=3),steer,Total number of defects,180,MAE,3,Train,0.33121888281604567
SVR(C=3),steer,Total number of defects,180,MAE,4,Train,0.32978341933031136
SVR(C=3),steer,Total number of defects,180,MAE,5,Train,0.3236556031170641
SVR(C=3),steer,Total number of defects,180,MAE,1,Test,0.4105038715022882
SVR(C=3),steer,Total number of defects,180,MAE,2,Test,0.2735908540689
SVR(C=3),steer,Total number of defects,180,MAE,3,Test,0.33843225753158046
SVR(C=3),steer,Total number of defects,180,MAE,4,Test,0.3582267968583503
SVR(C=3),steer,Total number of defects,180,MAE,5,Test,0.37786701277978935
SVR(C=3),steer,Total number of defects,180,MSE,1,Train,0.3699853805020922
SVR(C=3),steer,Total number of defects,180,MSE,2,Train,0.4355617485243579
SVR(C=3),steer,Total number of defects,180,MSE,3,Train,0.38877962438380564
SVR(C=3),steer,Total number of defects,180,MSE,4,Train,0.34528903256793586
SVR(C=3),steer,Total number of defects,180,MSE,5,Train,0.39990613869008335
SVR(C=3),steer,Total number of defects,180,MSE,1,Test,0.5401200733471785
SVR(C=3),steer,Total number of defects,180,MSE,2,Test,0.24899928088521717
SVR(C=3),steer,Total number of defects,180,MSE,3,Test,0.36864607021988793
SVR(C=3),steer,Total number of defects,180,MSE,4,Test,0.6696844294665397
SVR(C=3),steer,Total number of defects,180,MSE,5,Test,0.3840896582564051
SVR(C=3),heifer,Total number of defects,180,MAE,1,Train,0.5369319537858175
SVR(C=3),heifer,Total number of defects,180,MAE,2,Train,0.4484923058800377
SVR(C=3),heifer,Total number of defects,180,MAE,3,Train,0.5020309583452195
SVR(C=3),heifer,Total number of defects,180,MAE,4,Train,0.42959685749110904
SVR(C=3),heifer,Total number of defects,180,MAE,5,Train,0.4673473405648743
SVR(C=3),heifer,Total number of defects,180,MAE,1,Test,0.3004416997452423
SVR(C=3),heifer,Total number of defects,180,MAE,2,Test,0.6440758895142987
SVR(C=3),heifer,Total number of defects,180,MAE,3,Test,0.4250399613213387
SVR(C=3),heifer,Total number of defects,180,MAE,4,Test,0.7252832082996651
SVR(C=3),heifer,Total number of defects,180,MAE,5,Test,0.6415610862807566
SVR(C=3),heifer,Total number of defects,180,MSE,1,Train,0.7929196573950368
SVR(C=3),heifer,Total number of defects,180,MSE,2,Train,0.5460530978691093
SVR(C=3),heifer,Total number of defects,180,MSE,3,Train,0.7487039359506127
SVR(C=3),heifer,Total number of defects,180,MSE,4,Train,0.48139968517019127
SVR(C=3),heifer,Total number of defects,180,MSE,5,Train,0.6588891650146688
SVR(C=3),heifer,Total number of defects,180,MSE,1,Test,0.20556271404528279
SVR(C=3),heifer,Total number of defects,180,MSE,2,Test,1.0980711576232738
SVR(C=3),heifer,Total number of defects,180,MSE,3,Test,0.3599852323780519
SVR(C=3),heifer,Total number of defects,180,MSE,4,Test,1.4309040055010367
SVR(C=3),heifer,Total number of defects,180,MSE,5,Test,0.6598282181205305
SVR(C=3),cow,live weight,720,MAE,1,Train,45.63607861069339
SVR(C=3),cow,live weight,720,MAE,2,Train,40.54466206827707
SVR(C=3),cow,live weight,720,MAE,3,Train,45.444357177015
SVR(C=3),cow,live weight,720,MAE,4,Train,42.824394574526316
SVR(C=3),cow,live weight,720,MAE,5,Train,52.378892822135576
SVR(C=3),cow,live weight,720,MAE,1,Test,46.06001950426552
SVR(C=3),cow,live weight,720,MAE,2,Test,69.48767501171163
SVR(C=3),cow,live weight,720,MAE,3,Test,51.8340316820821
SVR(C=3),cow,live weight,720,MAE,4,Test,57.800086644822144
SVR(C=3),cow,live weight,720,MAE,5,Test,21.52883524693958
SVR(C=3),cow,live weight,720,MSE,1,Train,3581.3149743216723
SVR(C=3),cow,live weight,720,MSE,2,Train,2743.467395568626
SVR(C=3),cow,live weight,720,MSE,3,Train,3749.6605038254734
SVR(C=3),cow,live weight,720,MSE,4,Train,3210.9497557528557
SVR(C=3),cow,live weight,720,MSE,5,Train,4488.863847349669
SVR(C=3),cow,live weight,720,MSE,1,Test,3408.7170705559083
SVR(C=3),cow,live weight,720,MSE,2,Test,7246.776214558497
SVR(C=3),cow,live weight,720,MSE,3,Test,3523.021800499855
SVR(C=3),cow,live weight,720,MSE,4,Test,4919.928926928572
SVR(C=3),cow,live weight,720,MSE,5,Test,616.1255490573519
SVR(C=3),steer,live weight,720,MAE,1,Train,28.35504926544321
SVR(C=3),steer,live weight,720,MAE,2,Train,30.037301294538278
SVR(C=3),steer,live weight,720,MAE,3,Train,29.83236477864139
SVR(C=3),steer,live weight,720,MAE,4,Train,29.35497314085255
SVR(C=3),steer,live weight,720,MAE,5,Train,29.479424946566244
SVR(C=3),steer,live weight,720,MAE,1,Test,35.47333872941416
SVR(C=3),steer,live weight,720,MAE,2,Test,28.217461407502935
SVR(C=3),steer,live weight,720,MAE,3,Test,28.738339140553972
SVR(C=3),steer,live weight,720,MAE,4,Test,30.69322463154353
SVR(C=3),steer,live weight,720,MAE,5,Test,29.96865261752936
SVR(C=3),steer,live weight,720,MSE,1,Train,1314.7101302125875
SVR(C=3),steer,live weight,720,MSE,2,Train,2305.838576232535
SVR(C=3),steer,live weight,720,MSE,3,Train,2316.4553354287827
SVR(C=3),steer,live weight,720,MSE,4,Train,2253.790967880786
SVR(C=3),steer,live weight,720,MSE,5,Train,2250.626539695005
SVR(C=3),steer,live weight,720,MSE,1,Test,5300.825845773935
SVR(C=3),steer,live weight,720,MSE,2,Test,1275.543011014638
SVR(C=3),steer,live weight,720,MSE,3,Test,1312.2458447428583
SVR(C=3),steer,live weight,720,MSE,4,Test,1445.9560728749957
SVR(C=3),steer,live weight,720,MSE,5,Test,1460.3575921196418
SVR(C=3),heifer,live weight,720,MAE,1,Train,17.97573396362775
SVR(C=3),heifer,live weight,720,MAE,2,Train,25.633012959103517
SVR(C=3),heifer,live weight,720,MAE,3,Train,21.858850616746842
SVR(C=3),heifer,live weight,720,MAE,4,Train,19.580261538574945
SVR(C=3),heifer,live weight,720,MAE,5,Train,25.483764798988123
SVR(C=3),heifer,live weight,720,MAE,1,Test,43.2588424065372
SVR(C=3),heifer,live weight,720,MAE,2,Test,14.185013809814151
SVR(C=3),heifer,live weight,720,MAE,3,Test,27.318269263712565
SVR(C=3),heifer,live weight,720,MAE,4,Test,38.82869384081913
SVR(C=3),heifer,live weight,720,MAE,5,Test,12.878324399720967
SVR(C=3),heifer,live weight,720,MSE,1,Train,682.7529943116008
SVR(C=3),heifer,live weight,720,MSE,2,Train,1234.2648798528094
SVR(C=3),heifer,live weight,720,MSE,3,Train,1030.7798403365587
SVR(C=3),heifer,live weight,720,MSE,4,Train,775.9822590387371
SVR(C=3),heifer,live weight,720,MSE,5,Train,1224.3413260787866
SVR(C=3),heifer,live weight,720,MSE,1,Test,2720.5286852773356
SVR(C=3),heifer,live weight,720,MSE,2,Test,248.47975578331696
SVR(C=3),heifer,live weight,720,MSE,3,Test,903.9012755649626
SVR(C=3),heifer,live weight,720,MSE,4,Test,2042.2476807037842
SVR(C=3),heifer,live weight,720,MSE,5,Test,242.58837740590866
SVR(C=3),cow,carcass weight,720,MAE,1,Train,23.659875459115646
SVR(C=3),cow,carcass weight,720,MAE,2,Train,21.767443722918163
SVR(C=3),cow,carcass weight,720,MAE,3,Train,24.419599365111292
SVR(C=3),cow,carcass weight,720,MAE,4,Train,22.95164425384225
SVR(C=3),cow,carcass weight,720,MAE,5,Train,27.376186507028184
SVR(C=3),cow,carcass weight,720,MAE,1,Test,25.712344382734123
SVR(C=3),cow,carcass weight,720,MAE,2,Test,36.69974543255181
SVR(C=3),cow,carcass weight,720,MAE,3,Test,26.822222220971728
