model_name,animal_type,target,max_lag,measure (MAE/MSE),Cross-validation,evaluated_on (Train/Test),Error
SVR(C=1),heifer,Total number of defects,180,MAE,3,Test,0.42508019297400196
SVR(C=1),heifer,Total number of defects,180,MAE,4,Test,0.7256456035537512
SVR(C=1),heifer,Total number of defects,180,MAE,5,Test,0.6416140540164927
SVR(C=1),heifer,Total number of defects,180,MSE,1,Train,0.7933973913605235
SVR(C=1),heifer,Total number of defects,180,MSE,2,Train,0.5512890620965017
SVR(C=1),heifer,Total number of defects,180,MSE,3,Train,0.7487279110228071
SVR(C=1),heifer,Total number of defects,180,MSE,4,Train,0.4818738843503589
SVR(C=1),heifer,Total number of defects,180,MSE,5,Train,0.6589157732978136
SVR(C=1),heifer,Total number of defects,180,MSE,1,Test,0.2054911370152649
SVR(C=1),heifer,Total number of defects,180,MSE,2,Test,1.0900551865665336
SVR(C=1),heifer,Total number of defects,180,MSE,3,Test,0.3600646273842987
SVR(C=1),heifer,Total number of defects,180,MSE,4,Test,1.4305060259224998
SVR(C=1),heifer,Total number of defects,180,MSE,5,Test,0.6599081911576578
SVR(C=1),cow,live weight,720,MAE,1,Train,46.93107055607407
SVR(C=1),cow,live weight,720,MAE,2,Train,40.954526995731996
SVR(C=1),cow,live weight,720,MAE,3,Train,45.54811905900501
SVR(C=1),cow,live weight,720,MAE,4,Train,43.96564835308298
SVR(C=1),cow,live weight,720,MAE,5,Train,52.98264878064982
SVR(C=1),cow,live weight,720,MAE,1,Test,45.05226775839492
SVR(C=1),cow,live weight,720,MAE,2,Test,69.56996574464462
SVR(C=1),cow,live weight,720,MAE,3,Test,52.30023278291624
SVR(C=1),cow,live weight,720,MAE,4,Test,56.32457587300131
SVR(C=1),cow,live weight,720,MAE,5,Test,20.704597973504203
SVR(C=1),cow,live weight,720,MSE,1,Train,3654.6963028049586
SVR(C=1),cow,live weight,720,MSE,2,Train,2777.5802912854147
SVR(C=1),cow,live weight,720,MSE,3,Train,3742.268978610553
SVR(C=1),cow,live weight,720,MSE,4,Train,3289.7600516217417
SVR(C=1),cow,live weight,720,MSE,5,Train,4463.539204611406
SVR(C=1),cow,live weight,720,MSE,1,Test,3316.2663052927246
SVR(C=1),cow,live weight,720,MSE,2,Test,7107.302417237841
SVR(C=1),cow,live weight,720,MSE,3,Test,3560.008013773224
SVR(C=1),cow,live weight,720,MSE,4,Test,4756.97933889776
SVR(C=1),cow,live weight,720,MSE,5,Test,564.109465631473
SVR(C=1),steer,live weight,720,MAE,1,Train,29.539901720658154
SVR(C=1),steer,live weight,720,MAE,2,Train,31.262098815611193
SVR(C=1),steer,live weight,720,MAE,3,Train,31.39268137042344
SVR(C=1),steer,live weight,720,MAE,4,Train,30.718614269396323
SVR(C=1),steer,live weight,720,MAE,5,Train,30.841158647292154
SVR(C=1),steer,live weight,720,MAE,1,Test,36.840506010748264
SVR(C=1),steer,live weight,720,MAE,2,Test,29.331561193003544
SVR(C=1),steer,live weight,720,MAE,3,Test,29.367658181560042
SVR(C=1),steer,live weight,720,MAE,4,Test,31.229243348489412
SVR(C=1),steer,live weight,720,MAE,5,Test,30.45112593534775
SVR(C=1),steer,live weight,720,MSE,1,Train,1425.3097412621348
SVR(C=1),steer,live weight,720,MSE,2,Train,2441.9019831880164
SVR(C=1),steer,live weight,720,MSE,3,Train,2480.8359286489217
SVR(C=1),steer,live weight,720,MSE,4,Train,2395.312101177783
SVR(C=1),steer,live weight,720,MSE,5,Train,2392.6944461302164
SVR(C=1),steer,live weight,720,MSE,1,Test,5498.98359432249
SVR(C=1),steer,live weight,720,MSE,2,Test,1380.4972186987304
SVR(C=1),steer,live weight,720,MSE,3,Test,1386.7118804319343
SVR(C=1),steer,live weight,720,MSE,4,Test,1545.2068852104674
SVR(C=1),steer,live weight,720,MSE,5,Test,1530.911194099993
SVR(C=1),heifer,live weight,720,MAE,1,Train,19.242277414649905
SVR(C=1),heifer,live weight,720,MAE,2,Train,26.80267098636783
SVR(C=1),heifer,live weight,720,MAE,3,Train,22.31545020558228
SVR(C=1),heifer,live weight,720,MAE,4,Train,20.247587179524974
SVR(C=1),heifer,live weight,720,MAE,5,Train,25.684254967596925
SVR(C=1),heifer,live weight,720,MAE,1,Test,41.16796709990973
SVR(C=1),heifer,live weight,720,MAE,2,Test,11.660651308768422
SVR(C=1),heifer,live weight,720,MAE,3,Test,26.85608975457086
SVR(C=1),heifer,live weight,720,MAE,4,Test,37.82623128027308
SVR(C=1),heifer,live weight,720,MAE,5,Test,13.369436985873776
SVR(C=1),heifer,live weight,720,MSE,1,Train,690.7827691385168
SVR(C=1),heifer,live weight,720,MSE,2,Train,1277.8200864933533
SVR(C=1),heifer,live weight,720,MSE,3,Train,1075.2724186440998
SVR(C=1),heifer,live weight,720,MSE,4,Train,808.4692059275408
SVR(C=1),heifer,live weight,720,MSE,5,Train,1253.4985952829536
SVR(C=1),heifer,live weight,720,MSE,1,Test,2612.763035162765
SVR(C=1),heifer,live weight,720,MSE,2,Test,188.86037951000614
SVR(C=1),heifer,live weight,720,MSE,3,Test,899.436061340749
SVR(C=1),heifer,live weight,720,MSE,4,Test,2035.9547262916753
SVR(C=1),heifer,live weight,720,MSE,5,Test,249.24397201834972
SVR(C=1),cow,carcass weight,720,MAE,1,Train,25.064146937050975
SVR(C=1),cow,carcass weight,720,MAE,2,Train,22.08816791575309
SVR(C=1),cow,carcass weight,720,MAE,3,Train,24.51006127866317
SVR(C=1),cow,carcass weight,720,MAE,4,Train,23.70380132289165
SVR(C=1),cow,carcass weight,720,MAE,5,Train,27.660919348992675
SVR(C=1),cow,carcass weight,720,MAE,1,Test,24.16726883768026
SVR(C=1),cow,carcass weight,720,MAE,2,Test,36.69523708540391
SVR(C=1),cow,carcass weight,720,MAE,3,Test,26.844444444031346
SVR(C=1),cow,carcass weight,720,MAE,4,Test,29.80000000083273
SVR(C=1),cow,carcass weight,720,MAE,5,Test,13.595998821235773
SVR(C=1),cow,carcass weight,720,MSE,1,Train,994.4507965970661
SVR(C=1),cow,carcass weight,720,MSE,2,Train,885.3040163040071
SVR(C=1),cow,carcass weight,720,MSE,3,Train,1122.9102252689459
SVR(C=1),cow,carcass weight,720,MSE,4,Train,1012.8821389177228
SVR(C=1),cow,carcass weight,720,MSE,5,Train,1308.8308290567813
SVR(C=1),cow,carcass weight,720,MSE,1,Test,1310.9607982509765
SVR(C=1),cow,carcass weight,720,MSE,2,Test,1970.5461422744365
SVR(C=1),cow,carcass weight,720,MSE,3,Test,972.5843490545589
SVR(C=1),cow,carcass weight,720,MSE,4,Test,1292.9640920601387
SVR(C=1),cow,carcass weight,720,MSE,5,Test,252.54283750742687
SVR(C=1),steer,carcass weight,720,MAE,1,Train,15.803172181582427
SVR(C=1),steer,carcass weight,720,MAE,2,Train,15.727318918321345
SVR(C=1),steer,carcass weight,720,MAE,3,Train,15.733524241618374
SVR(C=1),steer,carcass weight,720,MAE,4,Train,15.258193094952718
SVR(C=1),steer,carcass weight,720,MAE,5,Train,15.524139649954884
SVR(C=1),steer,carcass weight,720,MAE,1,Test,15.50510048657393
SVR(C=1),steer,carcass weight,720,MAE,2,Test,15.690997148020916
SVR(C=1),steer,carcass weight,720,MAE,3,Test,14.821451028271333
SVR(C=1),steer,carcass weight,720,MAE,4,Test,17.065564317102126
SVR(C=1),steer,carcass weight,720,MAE,5,Test,16.465400288096124
SVR(C=1),steer,carcass weight,720,MSE,1,Train,408.9851702875049
SVR(C=1),steer,carcass weight,720,MSE,2,Train,414.30962837015926
SVR(C=1),steer,carcass weight,720,MSE,3,Train,408.3322723879509
SVR(C=1),steer,carcass weight,720,MSE,4,Train,397.45690182401484
SVR(C=1),steer,carcass weight,720,MSE,5,Train,392.7296232137867
SVR(C=1),steer,carcass weight,720,MSE,1,Test,411.9043668899355
SVR(C=1),steer,carcass weight,720,MSE,2,Test,383.00222481737893
SVR(C=1),steer,carcass weight,720,MSE,3,Test,369.85489295933445
SVR(C=1),steer,carcass weight,720,MSE,4,Test,433.88539391921154
SVR(C=1),steer,carcass weight,720,MSE,5,Test,466.56491303717297
SVR(C=1),heifer,carcass weight,720,MAE,1,Train,10.96995126952077
SVR(C=1),heifer,carcass weight,720,MAE,2,Train,14.51446676688887
SVR(C=1),heifer,carcass weight,720,MAE,3,Train,14.505120645949853
SVR(C=1),heifer,carcass weight,720,MAE,4,Train,14.03063765492113
SVR(C=1),heifer,carcass weight,720,MAE,5,Train,16.902977236428917
SVR(C=1),heifer,carcass weight,720,MAE,1,Test,29.086700803784105
SVR(C=1),heifer,carcass weight,720,MAE,2,Test,16.76143891676255
SVR(C=1),heifer,carcass weight,720,MAE,3,Test,15.295172224364784
SVR(C=1),heifer,carcass weight,720,MAE,4,Test,21.09016657268299
SVR(C=1),heifer,carcass weight,720,MAE,5,Test,5.925918603943089
SVR(C=1),heifer,carcass weight,720,MSE,1,Train,186.8951968176191
SVR(C=1),heifer,carcass weight,720,MSE,2,Train,440.08021808921904
SVR(C=1),heifer,carcass weight,720,MSE,3,Train,398.19220016830457
SVR(C=1),heifer,carcass weight,720,MSE,4,Train,370.25053729128115
SVR(C=1),heifer,carcass weight,720,MSE,5,Train,439.6433564814927
SVR(C=1),heifer,carcass weight,720,MSE,1,Test,1196.2822088936125
SVR(C=1),heifer,carcass weight,720,MSE,2,Test,322.5302588644994
SVR(C=1),heifer,carcass weight,720,MSE,3,Test,320.42899516662516
SVR(C=1),heifer,carcass weight,720,MSE,4,Test,483.02561687794105
SVR(C=1),heifer,carcass weight,720,MSE,5,Test,37.632299821257895
SVR(C=1),cow,price,720,MAE,1,Train,99.87575148158994
SVR(C=1),cow,price,720,MAE,2,Train,85.23665956528906
SVR(C=1),cow,price,720,MAE,3,Train,94.09464390294278
SVR(C=1),cow,price,720,MAE,4,Train,95.6095725335525
SVR(C=1),cow,price,720,MAE,5,Train,103.61975668754431
SVR(C=1),cow,price,720,MAE,1,Test,79.27514512840918
SVR(C=1),cow,price,720,MAE,2,Test,139.89601122029853
SVR(C=1),cow,price,720,MAE,3,Test,107.23161662713251
SVR(C=1),cow,price,720,MAE,4,Test,97.34960986883459
SVR(C=1),cow,price,720,MAE,5,Test,65.88839893600804
SVR(C=1),cow,price,720,MSE,1,Train,17361.063479137993
SVR(C=1),cow,price,720,MSE,2,Train,13304.44060350875
SVR(C=1),cow,price,720,MSE,3,Train,17088.529118445804
SVR(C=1),cow,price,720,MSE,4,Train,15815.327577164497
SVR(C=1),cow,price,720,MSE,5,Train,19281.16533478593
SVR(C=1),cow,price,720,MSE,1,Test,11971.757845484568
SVR(C=1),cow,price,720,MSE,2,Test,30647.281039665777
SVR(C=1),cow,price,720,MSE,3,Test,16988.36065799382
SVR(C=1),cow,price,720,MSE,4,Test,20109.07946780186
SVR(C=1),cow,price,720,MSE,5,Test,6615.101914108552
SVR(C=1),steer,price,720,MAE,1,Train,101.31210714890551
SVR(C=1),steer,price,720,MAE,2,Train,101.09741928877006
SVR(C=1),steer,price,720,MAE,3,Train,102.66017635463733
SVR(C=1),steer,price,720,MAE,4,Train,98.85407063254397
SVR(C=1),steer,price,720,MAE,5,Train,99.89087861056511
SVR(C=1),steer,price,720,MAE,1,Test,99.79153675845014
SVR(C=1),steer,price,720,MAE,2,Test,99.88282792003007
SVR(C=1),steer,price,720,MAE,3,Test,94.04685787833418
SVR(C=1),steer,price,720,MAE,4,Test,108.89919308082857
SVR(C=1),steer,price,720,MAE,5,Test,104.76281287252995
SVR(C=1),steer,price,720,MSE,1,Train,16159.479057043183
SVR(C=1),steer,price,720,MSE,2,Train,16477.022172871097
SVR(C=1),steer,price,720,MSE,3,Train,16637.989195093553
SVR(C=1),steer,price,720,MSE,4,Train,15836.54487602082
SVR(C=1),steer,price,720,MSE,5,Train,15736.653832146218
SVR(C=1),steer,price,720,MSE,1,Test,16566.729837845392
SVR(C=1),steer,price,720,MSE,2,Test,15038.739122538516
SVR(C=1),steer,price,720,MSE,3,Test,14335.572225798836
SVR(C=1),steer,price,720,MSE,4,Test,17441.61862020058
SVR(C=1),steer,price,720,MSE,5,Test,18079.19968421206
SVR(C=1),heifer,price,720,MAE,1,Train,66.98130985690567
SVR(C=1),heifer,price,720,MAE,2,Train,87.26134176688889
SVR(C=1),heifer,price,720,MAE,3,Train,86.18654346396227
SVR(C=1),heifer,price,720,MAE,4,Train,86.99982793968594
SVR(C=1),heifer,price,720,MAE,5,Train,97.25922723642896
SVR(C=1),heifer,price,720,MAE,1,Test,168.320607698866
SVR(C=1),heifer,price,720,MAE,2,Test,102.65113509516164
SVR(C=1),heifer,price,720,MAE,3,Test,86.44466400871488
SVR(C=1),heifer,price,720,MAE,4,Test,99.32448035718659
SVR(C=1),heifer,price,720,MAE,5,Test,58.143535123782215
SVR(C=1),heifer,price,720,MSE,1,Train,6590.110007431924
SVR(C=1),heifer,price,720,MSE,2,Train,15409.921358986272
SVR(C=1),heifer,price,720,MSE,3,Train,13591.379020146192
SVR(C=1),heifer,price,720,MSE,4,Train,13426.980064495408
SVR(C=1),heifer,price,720,MSE,5,Train,14577.78804710929
SVR(C=1),heifer,price,720,MSE,1,Test,40293.66632826159
SVR(C=1),heifer,price,720,MSE,2,Test,12111.968337279206
SVR(C=1),heifer,price,720,MSE,3,Test,10138.632875709627
SVR(C=1),heifer,price,720,MSE,4,Test,11016.37554824682
SVR(C=1),heifer,price,720,MSE,5,Test,6032.967681842038
SVR(C=1),cow,Total number of defects,720,MAE,1,Train,0.6889523425009451
SVR(C=1),cow,Total number of defects,720,MAE,2,Train,0.667656209157442
SVR(C=1),cow,Total number of defects,720,MAE,3,Train,0.7003029105461553
SVR(C=1),cow,Total number of defects,720,MAE,4,Train,0.7273299375731825
SVR(C=1),cow,Total number of defects,720,MAE,5,Train,0.6739871032936771
SVR(C=1),cow,Total number of defects,720,MAE,1,Test,0.800114216703434
SVR(C=1),cow,Total number of defects,720,MAE,2,Test,0.811252829039138
SVR(C=1),cow,Total number of defects,720,MAE,3,Test,0.6777777773599009
SVR(C=1),cow,Total number of defects,720,MAE,4,Test,0.5666666662487897
SVR(C=1),cow,Total number of defects,720,MAE,5,Test,0.7888888891103689
SVR(C=1),cow,Total number of defects,720,MSE,1,Train,0.9100178454365353
SVR(C=1),cow,Total number of defects,720,MSE,2,Train,0.7774790855648844
SVR(C=1),cow,Total number of defects,720,MSE,3,Train,0.8628123847865697
SVR(C=1),cow,Total number of defects,720,MSE,4,Train,0.949298871375768
SVR(C=1),cow,Total number of defects,720,MSE,5,Train,0.7864897688381262
SVR(C=1),cow,Total number of defects,720,MSE,1,Test,0.9301234221729805
SVR(C=1),cow,Total number of defects,720,MSE,2,Test,1.209996102536727
SVR(C=1),cow,Total number of defects,720,MSE,3,Test,0.8524798809410756
SVR(C=1),cow,Total number of defects,720,MSE,4,Test,0.4969243249632603
SVR(C=1),cow,Total number of defects,720,MSE,5,Test,1.1508593072287667
SVR(C=1),steer,Total number of defects,720,MAE,1,Train,0.3204727181178187
SVR(C=1),steer,Total number of defects,720,MAE,2,Train,0.3469331101966319
SVR(C=1),steer,Total number of defects,720,MAE,3,Train,0.342742914018384
SVR(C=1),steer,Total number of defects,720,MAE,4,Train,0.35809346096406686
SVR(C=1),steer,Total number of defects,720,MAE,5,Train,0.3307536480326972
SVR(C=1),steer,Total number of defects,720,MAE,1,Test,0.44291546493417233
SVR(C=1),steer,Total number of defects,720,MAE,2,Test,0.35766830123712107
SVR(C=1),steer,Total number of defects,720,MAE,3,Test,0.3811166698285435
SVR(C=1),steer,Total number of defects,720,MAE,4,Test,0.2923471974106473
SVR(C=1),steer,Total number of defects,720,MAE,5,Test,0.4233351557219904
SVR(C=1),steer,Total number of defects,720,MSE,1,Train,0.3690583644049932
SVR(C=1),steer,Total number of defects,720,MSE,2,Train,0.41927665739556996
SVR(C=1),steer,Total number of defects,720,MSE,3,Train,0.390907075095627
SVR(C=1),steer,Total number of defects,720,MSE,4,Train,0.4668742015080902
SVR(C=1),steer,Total number of defects,720,MSE,5,Train,0.4282171600635705
SVR(C=1),steer,Total number of defects,720,MSE,1,Test,0.7600205990643513
SVR(C=1),steer,Total number of defects,720,MSE,2,Test,0.3557885444967207
SVR(C=1),steer,Total number of defects,720,MSE,3,Test,0.5515441144445642
SVR(C=1),steer,Total number of defects,720,MSE,4,Test,0.25229522035455476
SVR(C=1),steer,Total number of defects,720,MSE,5,Test,0.628977908060321
SVR(C=1),heifer,Total number of defects,720,MAE,1,Train,0.25
SVR(C=1),heifer,Total number of defects,720,MAE,2,Train,0.30866665388794123
SVR(C=1),heifer,Total number of defects,720,MAE,3,Train,0.36245722302669797
SVR(C=1),heifer,Total number of defects,720,MAE,4,Train,0.4084481837238311
SVR(C=1),heifer,Total number of defects,720,MAE,5,Train,0.36050872174891024
SVR(C=1),heifer,Total number of defects,720,MAE,1,Test,0.75
SVR(C=1),heifer,Total number of defects,720,MAE,2,Test,0.500440072232568
SVR(C=1),heifer,Total number of defects,720,MAE,3,Test,0.692232856321461
SVR(C=1),heifer,Total number of defects,720,MAE,4,Test,0.10774424207115268
SVR(C=1),heifer,Total number of defects,720,MAE,5,Test,0.3008010630267443
SVR(C=1),heifer,Total number of defects,720,MSE,1,Train,0.16000000000000003
SVR(C=1),heifer,Total number of defects,720,MSE,2,Train,0.32852761302138855
SVR(C=1),heifer,Total number of defects,720,MSE,3,Train,0.2840904996080023
SVR(C=1),heifer,Total number of defects,720,MSE,4,Train,0.4280204722033789
SVR(C=1),heifer,Total number of defects,720,MSE,5,Train,0.38133901437178275
SVR(C=1),heifer,Total number of defects,720,MSE,1,Test,1.1099999999999999
SVR(C=1),heifer,Total number of defects,720,MSE,2,Test,0.4100982432910074
SVR(C=1),heifer,Total number of defects,720,MSE,3,Test,0.5961794027419253
SVR(C=1),heifer,Total number of defects,720,MSE,4,Test,0.011803784806341547
SVR(C=1),heifer,Total number of defects,720,MSE,5,Test,0.20895556415753513
SVR(C=3),cow,live weight,3,MAE,1,Train,45.63606447998581
SVR(C=3),cow,live weight,3,MAE,2,Train,40.56628795386691
SVR(C=3),cow,live weight,3,MAE,3,Train,45.44945309499114
SVR(C=3),cow,live weight,3,MAE,4,Train,42.82425293798472
SVR(C=3),cow,live weight,3,MAE,5,Train,52.40439081441203
SVR(C=3),cow,live weight,3,MAE,1,Test,46.06009326415386
SVR(C=3),cow,live weight,3,MAE,2,Test,69.53155461572399
SVR(C=3),cow,live weight,3,MAE,3,Test,51.87363694832305
SVR(C=3),cow,live weight,3,MAE,4,Test,57.799911961393946
SVR(C=3),cow,live weight,3,MAE,5,Test,21.581247785825312
SVR(C=3),cow,live weight,3,MSE,1,Train,3581.3117068825322
SVR(C=3),cow,live weight,3,MSE,2,Train,2744.500538654908
SVR(C=3),cow,live weight,3,MSE,3,Train,3750.2544132287894
SVR(C=3),cow,live weight,3,MSE,4,Train,3210.945889065361
SVR(C=3),cow,live weight,3,MSE,5,Train,4492.313017868549
SVR(C=3),cow,live weight,3,MSE,1,Test,3408.725392010076
SVR(C=3),cow,live weight,3,MSE,2,Test,7251.544172441852
SVR(C=3),cow,live weight,3,MSE,3,Test,3527.003769909039
SVR(C=3),cow,live weight,3,MSE,4,Test,4919.919890116355
SVR(C=3),cow,live weight,3,MSE,5,Test,618.2844607338758
SVR(C=3),steer,live weight,3,MAE,1,Train,30.15594590328958
SVR(C=3),steer,live weight,3,MAE,2,Train,27.51867017112783
SVR(C=3),steer,live weight,3,MAE,3,Train,30.09205416621496
SVR(C=3),steer,live weight,3,MAE,4,Train,28.651705935066172
SVR(C=3),steer,live weight,3,MAE,5,Train,30.14345721512664
SVR(C=3),steer,live weight,3,MAE,1,Test,26.225663617357785
SVR(C=3),steer,live weight,3,MAE,2,Test,38.44796880755579
SVR(C=3),steer,live weight,3,MAE,3,Test,29.065521866008382
SVR(C=3),steer,live weight,3,MAE,4,Test,32.663464410478056
SVR(C=3),steer,live weight,3,MAE,5,Test,27.269129940873267
SVR(C=3),steer,live weight,3,MSE,1,Train,2266.957916721082
SVR(C=3),steer,live weight,3,MSE,2,Train,1320.3429520434072
SVR(C=3),steer,live weight,3,MSE,3,Train,2237.2834125840523
SVR(C=3),steer,live weight,3,MSE,4,Train,2159.346892635004
SVR(C=3),steer,live weight,3,MSE,5,Train,2304.89345303466
SVR(C=3),steer,live weight,3,MSE,1,Test,1127.4476732010603
SVR(C=3),steer,live weight,3,MSE,2,Test,5165.32585047462
SVR(C=3),steer,live weight,3,MSE,3,Test,1589.5804623628492
SVR(C=3),steer,live weight,3,MSE,4,Test,1659.6902997941675
SVR(C=3),steer,live weight,3,MSE,5,Test,1172.1808027137447
SVR(C=3),heifer,live weight,3,MAE,1,Train,21.363847279399824
SVR(C=3),heifer,live weight,3,MAE,2,Train,18.520819078740015
SVR(C=3),heifer,live weight,3,MAE,3,Train,19.414523698879144
SVR(C=3),heifer,live weight,3,MAE,4,Train,19.51103625896661
SVR(C=3),heifer,live weight,3,MAE,5,Train,17.839872297773017
SVR(C=3),heifer,live weight,3,MAE,1,Test,14.862749338821928
SVR(C=3),heifer,live weight,3,MAE,2,Test,22.589609025129832
SVR(C=3),heifer,live weight,3,MAE,3,Test,22.149717031875017
SVR(C=3),heifer,live weight,3,MAE,4,Test,22.196512254629116
SVR(C=3),heifer,live weight,3,MAE,5,Test,25.56194911588886
SVR(C=3),heifer,live weight,3,MSE,1,Train,856.2011828506982
SVR(C=3),heifer,live weight,3,MSE,2,Train,663.3300762989695
SVR(C=3),heifer,live weight,3,MSE,3,Train,717.1320526374161
SVR(C=3),heifer,live weight,3,MSE,4,Train,722.8576250690519
SVR(C=3),heifer,live weight,3,MSE,5,Train,600.1895770614211
SVR(C=3),heifer,live weight,3,MSE,1,Test,330.0394725766104
SVR(C=3),heifer,live weight,3,MSE,2,Test,883.1004613883321
SVR(C=3),heifer,live weight,3,MSE,3,Test,916.6523890700722
SVR(C=3),heifer,live weight,3,MSE,4,Test,832.0222754524372
SVR(C=3),heifer,live weight,3,MSE,5,Test,1135.0414666275728
SVR(C=3),cow,carcass weight,3,MAE,1,Train,23.701915917334777
SVR(C=3),cow,carcass weight,3,MAE,2,Train,21.78757998538078
SVR(C=3),cow,carcass weight,3,MAE,3,Train,24.423535883839694
SVR(C=3),cow,carcass weight,3,MAE,4,Train,22.980014526285853
SVR(C=3),cow,carcass weight,3,MAE,5,Train,27.396973468307696
SVR(C=3),cow,carcass weight,3,MAE,1,Test,25.807869755167992
SVR(C=3),cow,carcass weight,3,MAE,2,Test,36.74113663780324
SVR(C=3),cow,carcass weight,3,MAE,3,Test,26.822222224483085
SVR(C=3),cow,carcass weight,3,MAE,4,Test,29.81111111531918
SVR(C=3),cow,carcass weight,3,MAE,5,Test,13.721556575487151
SVR(C=3),cow,carcass weight,3,MSE,1,Train,903.3405599158291
SVR(C=3),cow,carcass weight,3,MSE,2,Train,858.1191590266242
SVR(C=3),cow,carcass weight,3,MSE,3,Train,1124.8947477009563
SVR(C=3),cow,carcass weight,3,MSE,4,Train,964.8780882662637
SVR(C=3),cow,carcass weight,3,MSE,5,Train,1294.5093926359107
SVR(C=3),cow,carcass weight,3,MSE,1,Test,1395.6425194624271
SVR(C=3),cow,carcass weight,3,MSE,2,Test,2035.8485441700368
SVR(C=3),cow,carcass weight,3,MSE,3,Test,993.5416334754724
SVR(C=3),cow,carcass weight,3,MSE,4,Test,1238.622795317929
SVR(C=3),cow,carcass weight,3,MSE,5,Test,251.5872080676309
SVR(C=3),steer,carcass weight,3,MAE,1,Train,15.360223114603997
SVR(C=3),steer,carcass weight,3,MAE,2,Train,14.483497014885563
SVR(C=3),steer,carcass weight,3,MAE,3,Train,15.181429833252519
SVR(C=3),steer,carcass weight,3,MAE,4,Train,14.181433628305687
SVR(C=3),steer,carcass weight,3,MAE,5,Train,14.490610720992247
SVR(C=3),steer,carcass weight,3,MAE,1,Test,12.842431946694353
SVR(C=3),steer,carcass weight,3,MAE,2,Test,16.653334588471274
SVR(C=3),steer,carcass weight,3,MAE,3,Test,13.566093833046212
SVR(C=3),steer,carcass weight,3,MAE,4,Test,17.29412722394755
SVR(C=3),steer,carcass weight,3,MAE,5,Test,16.91800335510895
SVR(C=3),steer,carcass weight,3,MSE,1,Train,397.07522091056035
SVR(C=3),steer,carcass weight,3,MSE,2,Train,357.41450953486293
SVR(C=3),steer,carcass weight,3,MSE,3,Train,393.7066685692364
SVR(C=3),steer,carcass weight,3,MSE,4,Train,340.20477233962936
SVR(C=3),steer,carcass weight,3,MSE,5,Train,374.29355695690947
SVR(C=3),steer,carcass weight,3,MSE,1,Test,293.44760826105295
SVR(C=3),steer,carcass weight,3,MSE,2,Test,462.07344074528595
SVR(C=3),steer,carcass weight,3,MSE,3,Test,300.93184325915576
SVR(C=3),steer,carcass weight,3,MSE,4,Test,507.86751554308717
SVR(C=3),steer,carcass weight,3,MSE,5,Test,419.5544394974919
SVR(C=3),heifer,carcass weight,3,MAE,1,Train,11.84512768688185
SVR(C=3),heifer,carcass weight,3,MAE,2,Train,10.04578655990281
SVR(C=3),heifer,carcass weight,3,MAE,3,Train,10.473252018598373
SVR(C=3),heifer,carcass weight,3,MAE,4,Train,11.208758934135501
SVR(C=3),heifer,carcass weight,3,MAE,5,Train,9.549104900169667
SVR(C=3),heifer,carcass weight,3,MAE,1,Test,6.759084189092509
SVR(C=3),heifer,carcass weight,3,MAE,2,Test,13.542104260809788
SVR(C=3),heifer,carcass weight,3,MAE,3,Test,12.542791528151199
SVR(C=3),heifer,carcass weight,3,MAE,4,Test,9.312072957551438
SVR(C=3),heifer,carcass weight,3,MAE,5,Test,15.379916353259532
SVR(C=3),heifer,carcass weight,3,MSE,1,Train,271.13416225405626
SVR(C=3),heifer,carcass weight,3,MSE,2,Train,203.89014620441645
SVR(C=3),heifer,carcass weight,3,MSE,3,Train,225.24891387992443
SVR(C=3),heifer,carcass weight,3,MSE,4,Train,245.50723281709057
SVR(C=3),heifer,carcass weight,3,MSE,5,Train,187.16714404303323
SVR(C=3),heifer,carcass weight,3,MSE,1,Test,69.8192129903133
SVR(C=3),heifer,carcass weight,3,MSE,2,Test,325.22365622774794
SVR(C=3),heifer,carcass weight,3,MSE,3,Test,282.5267624927165
SVR(C=3),heifer,carcass weight,3,MSE,4,Test,157.3410867558939
SVR(C=3),heifer,carcass weight,3,MSE,5,Test,413.20918374809344
SVR(C=3),cow,price,3,MAE,1,Train,95.7284753114559
SVR(C=3),cow,price,3,MAE,2,Train,81.09073423876734
SVR(C=3),cow,price,3,MAE,3,Train,91.33427792621401
SVR(C=3),cow,price,3,MAE,4,Train,90.3963565053376
SVR(C=3),cow,price,3,MAE,5,Train,100.10131243199112
SVR(C=3),cow,price,3,MAE,1,Test,78.1627313250391
SVR(C=3),cow,price,3,MAE,2,Test,135.9202997203826
SVR(C=3),cow,price,3,MAE,3,Test,99.72913208904737
SVR(C=3),cow,price,3,MAE,4,Test,95.61780922657285
SVR(C=3),cow,price,3,MAE,5,Test,60.01523778151021
SVR(C=3),cow,price,3,MSE,1,Train,16252.969071983049
SVR(C=3),cow,price,3,MSE,2,Train,12321.466307888953
SVR(C=3),cow,price,3,MSE,3,Train,16004.444639066505
SVR(C=3),cow,price,3,MSE,4,Train,14205.349107559818
SVR(C=3),cow,price,3,MSE,5,Train,17954.957561325926
SVR(C=3),cow,price,3,MSE,1,Test,11905.375836566545
SVR(C=3),cow,price,3,MSE,2,Test,28066.70522386123
SVR(C=3),cow,price,3,MSE,3,Test,14856.091940581704
SVR(C=3),cow,price,3,MSE,4,Test,18834.037211957355
SVR(C=3),cow,price,3,MSE,5,Test,5351.5792287351105
SVR(C=3),steer,price,3,MAE,1,Train,101.63536848749413
SVR(C=3),steer,price,3,MAE,2,Train,96.25109902643142
