model_name,feature_set,animal_type,target,measure (MAE/MSE),Cross-validation,evaluated_on (Train/Test),Error,n_rows,n_features,n_missing_feature_values,best_params
ElasticNet,Weather only,heifer,live weight,MAE,1,Train,16.50643534156794,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MAE,2,Train,16.719360452009447,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MAE,3,Train,17.708124731832555,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MAE,4,Train,17.06449270610678,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MAE,5,Train,16.67541411239517,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MAE,1,Test,20.68891300710233,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MAE,2,Test,21.863934908715247,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MAE,3,Test,15.935615146135932,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MAE,4,Test,19.470331465998214,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MAE,5,Test,20.79977929971041,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MSE,1,Train,527.1443730623146,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MSE,2,Train,528.17676603581,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MSE,3,Train,586.7633642103162,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MSE,4,Train,539.4533389559526,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MSE,5,Train,472.1466842736863,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MSE,1,Test,723.1190053910126,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MSE,2,Test,780.9416800549288,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MSE,3,Test,425.55495865610555,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MSE,4,Test,674.3346932702595,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,live weight,MSE,5,Test,953.8028359115164,233,310,2852,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MAE,1,Train,13.731546420671956,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MAE,2,Train,13.00619520041721,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MAE,3,Train,13.278260875886367,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MAE,4,Train,13.059440015915724,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MAE,5,Train,13.176211388173677,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MAE,1,Test,12.333079637224976,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MAE,2,Test,14.643531192975303,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MAE,3,Test,13.905533445674763,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MAE,4,Test,14.891880056706649,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MAE,5,Test,14.053097335194941,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MSE,1,Train,328.98713443171135,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MSE,2,Train,289.82089606393663,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MSE,3,Train,303.93525207531303,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MSE,4,Train,309.5999537606981,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MSE,5,Train,315.99663836075285,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MSE,1,Test,262.2642225566873,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MSE,2,Test,419.90335047045,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MSE,3,Test,361.2730409858085,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MSE,4,Test,348.39424692528894,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,steer,carcass weight,MSE,5,Test,316.32271677892845,594,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Weather only,heifer,carcass weight,MAE,1,Train,10.171745337636612,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MAE,2,Train,10.153125199467446,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MAE,3,Train,10.81646234749087,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MAE,4,Train,10.742288201305925,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MAE,5,Train,10.265849755800053,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MAE,1,Test,12.458726932492324,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MAE,2,Test,13.348984636203422,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MAE,3,Test,10.328712609968244,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MAE,4,Test,10.810028660712124,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MAE,5,Test,12.455750398072162,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MSE,1,Train,190.95277708906164,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MSE,2,Train,199.2097141430286,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MSE,3,Train,217.6190985959435,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MSE,4,Train,208.3945644220985,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MSE,5,Train,176.4413200793468,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MSE,1,Test,281.4376855239613,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MSE,2,Test,267.74856345619173,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MSE,3,Test,163.49503071079747,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MSE,4,Test,192.94445655910604,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,heifer,carcass weight,MSE,5,Test,356.5057240913843,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 0.9079601474444958, 'l1_ratio': 0.3273386129132544}"
ElasticNet,Weather only,steer,price,MAE,1,Train,77.60151025060328,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MAE,2,Train,79.3994871196992,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MAE,3,Train,73.98765878845461,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MAE,4,Train,75.54079822601375,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MAE,5,Train,77.26231837411945,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MAE,1,Test,76.62315189396848,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MAE,2,Test,71.21018922525404,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MAE,3,Test,91.13821177498752,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MAE,4,Test,85.61481112055591,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MAE,5,Test,77.41420712581235,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MSE,1,Train,10645.71649271559,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MSE,2,Train,10631.604963154976,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MSE,3,Train,9117.15951939368,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MSE,4,Train,10106.715283889294,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MSE,5,Train,10566.848461069665,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MSE,1,Test,9448.481005760956,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MSE,2,Test,9447.712838684203,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MSE,3,Test,15663.762230927661,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MSE,4,Test,11767.448878320167,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,steer,price,MSE,5,Test,9729.953531456022,584,310,3968,"{'imputer_strategy': 'mean', 'alpha': 0.7542860663804586, 'l1_ratio': 0.1596080593020418}"
ElasticNet,Weather only,heifer,price,MAE,1,Train,57.16975414942299,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MAE,2,Train,56.72031233212633,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MAE,3,Train,60.933434014249805,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MAE,4,Train,60.84001270328821,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MAE,5,Train,57.55857632993632,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MAE,1,Test,70.34862532770624,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MAE,2,Test,74.81016734018827,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MAE,3,Test,58.06522833047977,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MAE,4,Test,59.933155234825286,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MAE,5,Test,69.92858323488325,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MSE,1,Train,6020.63647479199,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MSE,2,Train,6235.851379337826,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MSE,3,Train,6879.270899531742,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MSE,4,Train,6571.2125735092595,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MSE,5,Train,5552.003699096206,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MSE,1,Test,8830.434045668964,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MSE,2,Test,8472.551686726198,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MSE,3,Test,5041.072724922269,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MSE,4,Test,6110.963117787873,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Weather only,heifer,price,MSE,5,Test,11131.198206964453,233,310,2852,"{'imputer_strategy': 'median', 'alpha': 2.161318414683829, 'l1_ratio': 0.6025818741123091}"
ElasticNet,Non-weather + weather,steer,live weight,MAE,1,Train,25.687408563247157,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MAE,2,Train,23.36103940384456,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MAE,3,Train,24.273291350246513,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MAE,4,Train,24.493626402273662,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MAE,5,Train,24.878861199654942,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MAE,1,Test,22.40600914927824,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MAE,2,Test,30.277977529625854,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MAE,3,Test,27.40197893372209,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MAE,4,Test,26.78176058648394,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MAE,5,Test,25.470899759113156,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MSE,1,Train,1665.6327665651022,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MSE,2,Train,975.3140950889405,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MSE,3,Train,1545.6434154573144,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MSE,4,Train,1614.9781354190643,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MSE,5,Train,1649.8506325967796,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MSE,1,Test,932.9028383706128,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MSE,2,Test,3838.0245120980394,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MSE,3,Test,1439.707394299595,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MSE,4,Test,1188.1324053693918,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,steer,live weight,MSE,5,Test,1037.4891231936012,594,314,4265,"{'imputer_strategy': 'median', 'alpha': 0.00013373889000037114, 'l1_ratio': 0.838036447945073}"
ElasticNet,Non-weather + weather,heifer,live weight,MAE,1,Train,16.141891658973925,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MAE,2,Train,16.121005242429604,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MAE,3,Train,17.136223611232037,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MAE,4,Train,16.6315634704562,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MAE,5,Train,16.282632948923023,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MAE,1,Test,20.666557643729302,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MAE,2,Test,21.97861170635323,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MAE,3,Test,15.060489636653784,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MAE,4,Test,19.20036385533073,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MAE,5,Test,19.97517522260658,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MSE,1,Train,506.217726833027,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MSE,2,Train,503.00756137345223,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MSE,3,Train,568.5678012350659,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MSE,4,Train,517.6015118401534,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MSE,5,Train,456.1462294149749,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MSE,1,Test,718.4205503171682,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MSE,2,Test,886.6042879642438,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MSE,3,Test,410.2699329258418,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MSE,4,Test,674.204508823493,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,heifer,live weight,MSE,5,Test,892.0669253937008,233,314,3066,"{'imputer_strategy': 'median', 'alpha': 0.0011749863419645166, 'l1_ratio': 0.07971785984786849}"
ElasticNet,Non-weather + weather,steer,carcass weight,MAE,1,Train,13.739776324966316,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MAE,2,Train,13.003411137268245,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
ElasticNet,Non-weather + weather,steer,carcass weight,MAE,3,Train,13.225861670777013,594,314,4265,"{'imputer_strategy': 'mean', 'alpha': 0.27081294735136985, 'l1_ratio': 0.45101138961875276}"
