model_name,animal_type,target,measure,Cross-validation,evaluated_on (Train/Test),Score,n_rows,n_defects,best_params
Random Forest,cow,has defects,Balanced Accuracy,1,Test,0.75,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Balanced Accuracy,2,Test,0.525,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Balanced Accuracy,3,Test,0.625,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Balanced Accuracy,4,Test,0.625,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Balanced Accuracy,5,Test,0.625,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,F1,1,Train,0.7450980392156863,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,F1,2,Train,0.7924528301886793,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,F1,3,Train,0.7692307692307693,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,F1,4,Train,0.7692307692307693,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,F1,5,Train,0.7692307692307693,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,F1,1,Test,0.8571428571428571,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,F1,2,Test,0.6666666666666666,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,F1,3,Test,0.7692307692307693,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,F1,4,Test,0.7692307692307693,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,F1,5,Test,0.7692307692307693,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,ROC AUC,1,Train,0.6828125,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,ROC AUC,2,Train,0.7247023809523809,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,ROC AUC,3,Train,0.7038690476190477,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,ROC AUC,4,Train,0.7038690476190477,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,ROC AUC,5,Train,0.7008928571428572,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,ROC AUC,1,Test,0.75,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,ROC AUC,2,Test,0.6,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,ROC AUC,3,Test,0.7,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,ROC AUC,4,Test,0.7,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,ROC AUC,5,Test,0.7250000000000001,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,steer,has defects,Accuracy,1,Train,0.783157894736842,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Accuracy,2,Train,0.7684210526315789,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Accuracy,3,Train,0.7852631578947369,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Accuracy,4,Train,0.7768421052631579,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Accuracy,5,Train,0.7794117647058824,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Accuracy,1,Test,0.7478991596638656,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Accuracy,2,Test,0.8067226890756303,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Accuracy,3,Test,0.7394957983193278,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Accuracy,4,Test,0.773109243697479,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Accuracy,5,Test,0.8050847457627118,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Balanced Accuracy,1,Train,0.7791834677419355,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Balanced Accuracy,2,Train,0.7582661290322581,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Balanced Accuracy,3,Train,0.7790826612903226,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Balanced Accuracy,4,Train,0.7695060483870968,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Balanced Accuracy,5,Train,0.7653044871794872,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Balanced Accuracy,1,Test,0.7270833333333333,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Balanced Accuracy,2,Test,0.8102564102564103,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Balanced Accuracy,3,Test,0.7274038461538461,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Balanced Accuracy,4,Test,0.7655448717948719,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,Balanced Accuracy,5,Test,0.8009868421052632,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,F1,1,Train,0.6979472140762464,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,F1,2,Train,0.6726190476190477,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,F1,3,Train,0.6982248520710059,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,F1,4,Train,0.6863905325443787,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,F1,5,Train,0.6827794561933535,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,F1,1,Test,0.6341463414634146,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,F1,2,Test,0.735632183908046,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,F1,3,Test,0.6352941176470588,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,F1,4,Test,0.6823529411764706,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,F1,5,Test,0.7228915662650602,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,ROC AUC,1,Train,0.8457358870967743,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,ROC AUC,2,Train,0.8152923387096774,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,ROC AUC,3,Train,0.8296975806451613,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,ROC AUC,4,Train,0.8281149193548387,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,ROC AUC,5,Train,0.8328625801282051,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,ROC AUC,1,Test,0.7261217948717948,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,ROC AUC,2,Test,0.8334935897435898,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,ROC AUC,3,Test,0.7782051282051282,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,ROC AUC,4,Test,0.7660256410256411,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,steer,has defects,ROC AUC,5,Test,0.7876644736842106,594,194,"{'n_estimators': 450, 'max_depth': 4, 'min_samples_leaf': 17, 'max_features': 0.802256455785889}"
Random Forest,heifer,has defects,Accuracy,1,Train,0.7258064516129032,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Accuracy,2,Train,0.7311827956989247,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Accuracy,3,Train,0.7419354838709677,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Accuracy,4,Train,0.732620320855615,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Accuracy,5,Train,0.732620320855615,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Accuracy,1,Test,0.7021276595744681,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Accuracy,2,Test,0.6382978723404256,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Accuracy,3,Test,0.6382978723404256,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Accuracy,4,Test,0.6521739130434783,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Accuracy,5,Test,0.6956521739130435,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Balanced Accuracy,1,Train,0.7205405405405405,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Balanced Accuracy,2,Train,0.7120720720720721,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Balanced Accuracy,3,Train,0.7102702702702702,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Balanced Accuracy,4,Train,0.7146159317211949,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Balanced Accuracy,5,Train,0.7173214285714286,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Balanced Accuracy,1,Test,0.6569548872180451,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Balanced Accuracy,2,Test,0.6456766917293233,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Balanced Accuracy,3,Test,0.5864661654135338,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Balanced Accuracy,4,Test,0.6051587301587301,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,Balanced Accuracy,5,Test,0.6861598440545809,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,F1,1,Train,0.6709677419354839,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,F1,2,Train,0.647887323943662,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,F1,3,Train,0.6307692307692307,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,F1,4,Train,0.6527777777777778,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,F1,5,Train,0.6575342465753424,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,F1,1,Test,0.5333333333333333,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,F1,2,Test,0.6046511627906976,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,F1,3,Test,0.41379310344827586,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,F1,4,Test,0.4666666666666667,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,F1,5,Test,0.631578947368421,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,ROC AUC,1,Train,0.7954354354354354,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,ROC AUC,2,Train,0.7972972972972973,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,ROC AUC,3,Train,0.807987987987988,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,ROC AUC,4,Train,0.7945708866761498,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,ROC AUC,5,Train,0.7966666666666667,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,ROC AUC,1,Test,0.6973684210526316,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,ROC AUC,2,Test,0.7030075187969924,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,ROC AUC,3,Test,0.6719924812030075,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,ROC AUC,4,Test,0.6765873015873016,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
Random Forest,heifer,has defects,ROC AUC,5,Test,0.746588693957115,233,94,"{'n_estimators': 300, 'max_depth': 12, 'min_samples_leaf': 1, 'max_features': 0.82354472770372}"
LightGBM,cow,has defects,Accuracy,1,Train,0.5833333333333334,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Accuracy,2,Train,0.7027027027027027,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Accuracy,3,Train,0.6756756756756757,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Accuracy,4,Train,0.6756756756756757,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Accuracy,5,Train,0.6756756756756757,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Accuracy,1,Test,0.6,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Accuracy,2,Test,0.5555555555555556,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Accuracy,3,Test,0.6666666666666666,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Accuracy,4,Test,0.6666666666666666,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Accuracy,5,Test,0.6666666666666666,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Balanced Accuracy,1,Train,0.61875,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Balanced Accuracy,2,Train,0.65625,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Balanced Accuracy,3,Train,0.6324404761904762,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Balanced Accuracy,4,Train,0.6324404761904762,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Balanced Accuracy,5,Train,0.6324404761904762,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Balanced Accuracy,1,Test,0.625,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Balanced Accuracy,2,Test,0.525,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Balanced Accuracy,3,Test,0.625,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Balanced Accuracy,4,Test,0.625,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,Balanced Accuracy,5,Test,0.625,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,F1,1,Train,0.4444444444444444,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,F1,2,Train,0.7924528301886793,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,F1,3,Train,0.7692307692307693,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,F1,4,Train,0.7692307692307693,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,F1,5,Train,0.7692307692307693,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,F1,1,Test,0.6,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,F1,2,Test,0.6666666666666666,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,F1,3,Test,0.7692307692307693,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,F1,4,Test,0.7692307692307693,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,F1,5,Test,0.7692307692307693,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,ROC AUC,1,Train,0.6828125,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,ROC AUC,2,Train,0.7247023809523809,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,ROC AUC,3,Train,0.7038690476190477,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,ROC AUC,4,Train,0.7038690476190477,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,ROC AUC,5,Train,0.7008928571428572,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,ROC AUC,1,Test,0.75,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,ROC AUC,2,Test,0.6,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,ROC AUC,3,Test,0.7,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,ROC AUC,4,Test,0.7,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,cow,has defects,ROC AUC,5,Test,0.7250000000000001,46,26,"{'n_estimators': 550, 'learning_rate': 0.11891083618354747, 'num_leaves': 49, 'max_depth': 3, 'min_child_samples': 6}"
LightGBM,steer,has defects,Accuracy,1,Train,0.7957894736842105,594,194,"{'n_estimators': 200, 'learning_rate': 0.025090951805121452, 'num_leaves': 15, 'max_depth': -1, 'min_child_samples': 16}"
LightGBM,steer,has defects,Accuracy,2,Train,0.7642105263157895,594,194,"{'n_estimators': 200, 'learning_rate': 0.025090951805121452, 'num_leaves': 15, 'max_depth': -1, 'min_child_samples': 16}"
LightGBM,steer,has defects,Accuracy,3,Train,0.791578947368421,594,194,"{'n_estimators': 200, 'learning_rate': 0.025090951805121452, 'num_leaves': 15, 'max_depth': -1, 'min_child_samples': 16}"
LightGBM,steer,has defects,Accuracy,4,Train,0.7894736842105263,594,194,"{'n_estimators': 200, 'learning_rate': 0.025090951805121452, 'num_leaves': 15, 'max_depth': -1, 'min_child_samples': 16}"
