model_name,animal_type,target,measure,Cross-validation,evaluated_on (Train/Test),Score,n_rows,n_defects,best_params
Logistic Regression,heifer,has defects,Balanced Accuracy,3,Train,0.6873873873873874,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,Balanced Accuracy,4,Train,0.6903745851114272,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,Balanced Accuracy,5,Train,0.6217261904761905,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,Balanced Accuracy,1,Test,0.6842105263157895,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,Balanced Accuracy,2,Test,0.6813909774436091,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,Balanced Accuracy,3,Test,0.49718045112781956,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,Balanced Accuracy,4,Test,0.5416666666666666,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,Balanced Accuracy,5,Test,0.6812865497076023,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,F1,1,Train,0.5354330708661418,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,F1,2,Train,0.5588235294117647,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,F1,3,Train,0.6206896551724138,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,F1,4,Train,0.6197183098591549,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,F1,5,Train,0.5185185185185185,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,F1,1,Test,0.5384615384615384,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,F1,2,Test,0.6341463414634146,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,F1,3,Test,0.35294117647058826,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,F1,4,Test,0.3870967741935484,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,F1,5,Test,0.5806451612903226,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,ROC AUC,1,Train,0.7193993993993993,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,ROC AUC,2,Train,0.7300900900900901,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,ROC AUC,3,Train,0.755855855855856,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,ROC AUC,4,Train,0.726588430535799,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,ROC AUC,5,Train,0.7064880952380952,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,ROC AUC,1,Test,0.7124060150375939,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,ROC AUC,2,Test,0.718984962406015,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,ROC AUC,3,Test,0.5545112781954887,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,ROC AUC,4,Test,0.6478174603174603,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
Logistic Regression,heifer,has defects,ROC AUC,5,Test,0.6695906432748537,233,94,"{'imputer_strategy': 'median', 'C': 0.03340271190649957, 'l1_ratio': 0.6102740414663794}"
SVC,cow,has defects,Accuracy,1,Train,0.6388888888888888,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Accuracy,2,Train,0.7027027027027027,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Accuracy,3,Train,0.6756756756756757,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Accuracy,4,Train,0.6756756756756757,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Accuracy,5,Train,0.6756756756756757,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Accuracy,1,Test,0.8,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Accuracy,2,Test,0.5555555555555556,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Accuracy,3,Test,0.6666666666666666,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Accuracy,4,Test,0.6666666666666666,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Accuracy,5,Test,0.6666666666666666,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Balanced Accuracy,1,Train,0.6,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Balanced Accuracy,2,Train,0.65625,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Balanced Accuracy,3,Train,0.6324404761904762,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Balanced Accuracy,4,Train,0.6324404761904762,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Balanced Accuracy,5,Train,0.6324404761904762,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Balanced Accuracy,1,Test,0.75,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Balanced Accuracy,2,Test,0.525,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Balanced Accuracy,3,Test,0.625,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Balanced Accuracy,4,Test,0.625,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,Balanced Accuracy,5,Test,0.625,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,F1,1,Train,0.7450980392156863,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,F1,2,Train,0.7924528301886793,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,F1,3,Train,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,F1,4,Train,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,F1,5,Train,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,F1,1,Test,0.8571428571428571,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,F1,2,Test,0.6666666666666666,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,F1,3,Test,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,F1,4,Test,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,F1,5,Test,0.7692307692307693,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,ROC AUC,1,Train,0.6828125,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,ROC AUC,2,Train,0.7247023809523809,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,ROC AUC,3,Train,0.7038690476190477,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,ROC AUC,4,Train,0.7038690476190477,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,ROC AUC,5,Train,0.7008928571428572,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,ROC AUC,1,Test,0.75,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,ROC AUC,2,Test,0.6,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,ROC AUC,3,Test,0.7,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,ROC AUC,4,Test,0.7,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,cow,has defects,ROC AUC,5,Test,0.7250000000000001,46,26,"{'imputer_strategy': 'mean', 'C': 0.13894498012254627, 'gamma': 0.0173231198074053}"
SVC,steer,has defects,Accuracy,1,Train,0.7936842105263158,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Accuracy,2,Train,0.7663157894736842,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Accuracy,3,Train,0.7894736842105263,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Accuracy,4,Train,0.7873684210526316,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Accuracy,5,Train,0.7689075630252101,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Accuracy,1,Test,0.7478991596638656,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Accuracy,2,Test,0.8151260504201681,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Accuracy,3,Test,0.7647058823529411,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Accuracy,4,Test,0.773109243697479,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Accuracy,5,Test,0.7372881355932204,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Balanced Accuracy,1,Train,0.7886592741935483,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Balanced Accuracy,2,Train,0.7583669354838709,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Balanced Accuracy,3,Train,0.7805443548387097,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Balanced Accuracy,4,Train,0.7773185483870968,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Balanced Accuracy,5,Train,0.7722756410256411,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Balanced Accuracy,1,Test,0.7205128205128206,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Balanced Accuracy,2,Test,0.823076923076923,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Balanced Accuracy,3,Test,0.752724358974359,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Balanced Accuracy,4,Test,0.7655448717948719,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,Balanced Accuracy,5,Test,0.7509868421052632,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,F1,1,Train,0.7100591715976331,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,F1,2,Train,0.672566371681416,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,F1,3,Train,0.7005988023952096,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,F1,4,Train,0.6966966966966966,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,F1,5,Train,0.6892655367231638,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,F1,1,Test,0.625,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,F1,2,Test,0.75,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,F1,3,Test,0.6666666666666666,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,F1,4,Test,0.6823529411764706,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,F1,5,Test,0.6593406593406593,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,ROC AUC,1,Train,0.8124899193548387,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,ROC AUC,2,Train,0.7830342741935484,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,ROC AUC,3,Train,0.8028024193548388,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,ROC AUC,4,Train,0.7972379032258066,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,ROC AUC,5,Train,0.8144631410256411,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,ROC AUC,1,Test,0.7575320512820513,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,ROC AUC,2,Test,0.8302884615384616,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,ROC AUC,3,Test,0.7878205128205128,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,ROC AUC,4,Test,0.8304487179487179,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,steer,has defects,ROC AUC,5,Test,0.7527960526315789,594,194,"{'imputer_strategy': 'mean', 'C': 2.5664109012458534, 'gamma': 0.004880552725776522}"
SVC,heifer,has defects,Accuracy,1,Train,0.7150537634408602,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Accuracy,2,Train,0.7150537634408602,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Accuracy,3,Train,0.7419354838709677,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Accuracy,4,Train,0.732620320855615,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Accuracy,5,Train,0.7379679144385026,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Accuracy,1,Test,0.6808510638297872,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Accuracy,2,Test,0.6595744680851063,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Accuracy,3,Test,0.6595744680851063,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Accuracy,4,Test,0.6739130434782609,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Accuracy,5,Test,0.5869565217391305,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Balanced Accuracy,1,Train,0.7223423423423423,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Balanced Accuracy,2,Train,0.7158558558558559,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Balanced Accuracy,3,Train,0.7167567567567568,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Balanced Accuracy,4,Train,0.718764817449028,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Balanced Accuracy,5,Train,0.7305952380952381,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Balanced Accuracy,1,Test,0.6475563909774436,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Balanced Accuracy,2,Test,0.6889097744360901,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Balanced Accuracy,3,Test,0.6212406015037594,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Balanced Accuracy,4,Test,0.6329365079365079,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,Balanced Accuracy,5,Test,0.5779727095516569,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,F1,1,Train,0.6826347305389222,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,F1,2,Train,0.6708074534161491,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,F1,3,Train,0.6470588235294118,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,F1,4,Train,0.6621621621621622,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,F1,5,Train,0.6797385620915033,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,F1,1,Test,0.5454545454545454,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,F1,2,Test,0.6666666666666666,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,F1,3,Test,0.5,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,F1,4,Test,0.5161290322580645,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,F1,5,Test,0.5128205128205128,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,ROC AUC,1,Train,0.7625225225225226,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,ROC AUC,2,Train,0.7746546546546547,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,ROC AUC,3,Train,0.777957957957958,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,ROC AUC,4,Train,0.7598387861545758,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,ROC AUC,5,Train,0.7638095238095238,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,ROC AUC,1,Test,0.7236842105263157,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,ROC AUC,2,Test,0.7199248120300752,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,ROC AUC,3,Test,0.6419172932330827,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,ROC AUC,4,Test,0.6805555555555556,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
SVC,heifer,has defects,ROC AUC,5,Test,0.6627680311890838,233,94,"{'imputer_strategy': 'mean', 'C': 0.4157907174687338, 'gamma': 0.5880405591115732}"
Random Forest,cow,has defects,Accuracy,1,Train,0.6388888888888888,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Accuracy,2,Train,0.7027027027027027,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Accuracy,3,Train,0.6756756756756757,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Accuracy,4,Train,0.6756756756756757,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Accuracy,5,Train,0.6756756756756757,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Accuracy,1,Test,0.8,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Accuracy,2,Test,0.5555555555555556,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Accuracy,3,Test,0.6666666666666666,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Accuracy,4,Test,0.6666666666666666,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Accuracy,5,Test,0.6666666666666666,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Balanced Accuracy,1,Train,0.6,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Balanced Accuracy,2,Train,0.65625,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Balanced Accuracy,3,Train,0.6324404761904762,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Balanced Accuracy,4,Train,0.6324404761904762,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
Random Forest,cow,has defects,Balanced Accuracy,5,Train,0.6324404761904762,46,26,"{'n_estimators': 500, 'max_depth': None, 'min_samples_leaf': 4, 'max_features': 0.3218973704142189}"
