Date(NZST),Time(NZST),MnDir(degT),MnSpd(mps),StdDir(degT),StdSpd(mps),MnTemp(C),MnRH(%),Rain(mm),RadGlb(MJ/m2),Average W/m2
01/11/2019,00:00:00,281,7.14,,,11.6,76,0.0,0.0,0.0
01/11/2019,00:10:00,281,7.14,,,11.6,76,0.0,0.0,0.0
01/11/2019,00:20:00,281,7.14,,,11.6,76,0.0,0.0,0.0
01/11/2019,00:30:00,281,7.14,,,11.6,76,0.0,0.0,0.0
01/11/2019,00:40:00,281,7.14,,,11.6,76,0.0,0.0,0.0
01/11/2019,00:50:00,281,7.14,,,11.6,76,0.0,0.0,0.0
01/11/2019,01:00:00,274,6.51,,,11.6,73,0.0,0.0,0.0
01/11/2019,01:10:00,274,6.51,,,11.6,73,0.0,0.0,0.0
01/11/2019,01:20:00,274,6.51,,,11.6,73,0.0,0.0,0.0
01/11/2019,01:30:00,274,6.51,,,11.6,73,0.0,0.0,0.0
01/11/2019,01:40:00,274,6.51,,,11.6,73,0.0,0.0,0.0
01/11/2019,01:50:00,274,6.51,,,11.6,73,0.0,0.0,0.0
01/11/2019,02:00:00,265,4.52,,,11.2,74,0.0,0.0,0.0
01/11/2019,02:10:00,265,4.52,,,11.2,74,0.0,0.0,0.0
01/11/2019,02:20:00,265,4.52,,,11.2,74,0.0,0.0,0.0
01/11/2019,02:30:00,265,4.52,,,11.2,74,0.0,0.0,0.0
01/11/2019,02:40:00,265,4.52,,,11.2,74,0.0,0.0,0.0
01/11/2019,02:50:00,265,4.52,,,11.2,74,0.0,0.0,0.0
01/11/2019,03:00:00,254,3.54,,,10.5,77,0.0,0.0,0.0
01/11/2019,03:10:00,254,3.54,,,10.5,77,0.0,0.0,0.0
01/11/2019,03:20:00,254,3.54,,,10.5,77,0.0,0.0,0.0
01/11/2019,03:30:00,254,3.54,,,10.5,77,0.0,0.0,0.0
01/11/2019,03:40:00,254,3.54,,,10.5,77,0.0,0.0,0.0
01/11/2019,03:50:00,254,3.54,,,10.5,77,0.0,0.0,0.0
01/11/2019,04:00:00,145,1.58,,,8.5,90,0.0,0.0,0.0
01/11/2019,04:10:00,145,1.58,,,8.5,90,0.0,0.0,0.0
01/11/2019,04:20:00,145,1.58,,,8.5,90,0.0,0.0,0.0
01/11/2019,04:30:00,145,1.58,,,8.5,90,0.0,0.0,0.0
01/11/2019,04:40:00,145,1.58,,,8.5,90,0.0,0.0,0.0
01/11/2019,04:50:00,145,1.58,,,8.5,90,0.0,0.0,0.0
01/11/2019,05:00:00,86,2.71,,,9.1,76,0.0,0.0,0.0
01/11/2019,05:10:00,86,2.71,,,9.1,76,0.0,0.0,0.0
01/11/2019,05:20:00,86,2.71,,,9.1,76,0.0,0.0,0.0
01/11/2019,05:30:00,86,2.71,,,9.1,76,0.0,0.0,0.0
01/11/2019,05:40:00,86,2.71,,,9.1,76,0.0,0.0,0.0
01/11/2019,05:50:00,86,2.71,,,9.1,76,0.0,0.0,0.0
01/11/2019,06:00:00,105,2.38,,,8.6,74,0.0,0.0228,6.333333333333333
01/11/2019,06:10:00,105,2.38,,,8.6,74,0.0,0.0228,6.333333333333333
01/11/2019,06:20:00,105,2.38,,,8.6,74,0.0,0.0228,6.333333333333333
01/11/2019,06:30:00,105,2.38,,,8.6,74,0.0,0.0228,6.333333333333333
01/11/2019,06:40:00,105,2.38,,,8.6,74,0.0,0.0228,6.333333333333333
01/11/2019,06:50:00,105,2.38,,,8.6,74,0.0,0.0228,6.333333333333333
01/11/2019,07:00:00,93,1.7,,,10.6,67,0.0,0.1272,35.333333333333336
01/11/2019,07:10:00,93,1.7,,,10.6,67,0.0,0.1272,35.333333333333336
01/11/2019,07:20:00,93,1.7,,,10.6,67,0.0,0.1272,35.333333333333336
01/11/2019,07:30:00,93,1.7,,,10.6,67,0.0,0.1272,35.333333333333336
01/11/2019,07:40:00,93,1.7,,,10.6,67,0.0,0.1272,35.333333333333336
01/11/2019,07:50:00,93,1.7,,,10.6,67,0.0,0.1272,35.333333333333336
01/11/2019,08:00:00,297,1.12,,,12.1,64,0.0,0.25020000000000003,69.5
01/11/2019,08:10:00,297,1.12,,,12.1,64,0.0,0.25020000000000003,69.5
01/11/2019,08:20:00,297,1.12,,,12.1,64,0.0,0.25020000000000003,69.5
01/11/2019,08:30:00,297,1.12,,,12.1,64,0.0,0.25020000000000003,69.5
01/11/2019,08:40:00,297,1.12,,,12.1,64,0.0,0.25020000000000003,69.5
01/11/2019,08:50:00,297,1.12,,,12.1,64,0.0,0.25020000000000003,69.5
01/11/2019,09:00:00,275,3.81,,,12.9,64,0.0,0.312,86.66666666666667
01/11/2019,09:10:00,275,3.81,,,12.9,64,0.0,0.312,86.66666666666667
01/11/2019,09:20:00,275,3.81,,,12.9,64,0.0,0.312,86.66666666666667
01/11/2019,09:30:00,275,3.81,,,12.9,64,0.0,0.312,86.66666666666667
01/11/2019,09:40:00,275,3.81,,,12.9,64,0.0,0.312,86.66666666666667
01/11/2019,09:50:00,275,3.81,,,12.9,64,0.0,0.312,86.66666666666667
01/11/2019,10:00:00,261,4.26,,,13.4,60,0.0,0.333,92.5
01/11/2019,10:10:00,261,4.26,,,13.4,60,0.0,0.333,92.5
01/11/2019,10:20:00,261,4.26,,,13.4,60,0.0,0.333,92.5
01/11/2019,10:30:00,261,4.26,,,13.4,60,0.0,0.333,92.5
01/11/2019,10:40:00,261,4.26,,,13.4,60,0.0,0.333,92.5
01/11/2019,10:50:00,261,4.26,,,13.4,60,0.0,0.333,92.5
01/11/2019,11:00:00,257,4.73,,,14.3,56,0.0,0.4704,130.66666666666666
01/11/2019,11:10:00,257,4.73,,,14.3,56,0.0,0.4704,130.66666666666666
01/11/2019,11:20:00,257,4.73,,,14.3,56,0.0,0.4704,130.66666666666666
01/11/2019,11:30:00,257,4.73,,,14.3,56,0.0,0.4704,130.66666666666666
01/11/2019,11:40:00,257,4.73,,,14.3,56,0.0,0.4704,130.66666666666666
01/11/2019,11:50:00,257,4.73,,,14.3,56,0.0,0.4704,130.66666666666666
01/11/2019,12:00:00,256,5.04,,,14.6,58,0.0,0.41219999999999996,114.5
01/11/2019,12:10:00,256,5.04,,,14.6,58,0.0,0.41219999999999996,114.5
01/11/2019,12:20:00,256,5.04,,,14.6,58,0.0,0.41219999999999996,114.5
01/11/2019,12:30:00,256,5.04,,,14.6,58,0.0,0.41219999999999996,114.5
01/11/2019,12:40:00,256,5.04,,,14.6,58,0.0,0.41219999999999996,114.5
01/11/2019,12:50:00,256,5.04,,,14.6,58,0.0,0.41219999999999996,114.5
01/11/2019,13:00:00,254,5.32,,,14.4,60,0.016666666666666666,0.42,116.66666666666667
01/11/2019,13:10:00,254,5.32,,,14.4,60,0.016666666666666666,0.42,116.66666666666667
01/11/2019,13:20:00,254,5.32,,,14.4,60,0.016666666666666666,0.42,116.66666666666667
01/11/2019,13:30:00,254,5.32,,,14.4,60,0.016666666666666666,0.42,116.66666666666667
01/11/2019,13:40:00,254,5.32,,,14.4,60,0.016666666666666666,0.42,116.66666666666667
01/11/2019,13:50:00,254,5.32,,,14.4,60,0.016666666666666666,0.42,116.66666666666667
01/11/2019,14:00:00,249,4.81,,,14.4,62,0.016666666666666666,0.43979999999999997,122.16666666666667
01/11/2019,14:10:00,249,4.81,,,14.4,62,0.016666666666666666,0.43979999999999997,122.16666666666667
01/11/2019,14:20:00,249,4.81,,,14.4,62,0.016666666666666666,0.43979999999999997,122.16666666666667
01/11/2019,14:30:00,249,4.81,,,14.4,62,0.016666666666666666,0.43979999999999997,122.16666666666667
01/11/2019,14:40:00,249,4.81,,,14.4,62,0.016666666666666666,0.43979999999999997,122.16666666666667
01/11/2019,14:50:00,249,4.81,,,14.4,62,0.016666666666666666,0.43979999999999997,122.16666666666667
01/11/2019,15:00:00,250,4.37,,,14.1,64,0.0,0.35159999999999997,97.66666666666667
01/11/2019,15:10:00,250,4.37,,,14.1,64,0.0,0.35159999999999997,97.66666666666667
01/11/2019,15:20:00,250,4.37,,,14.1,64,0.0,0.35159999999999997,97.66666666666667
01/11/2019,15:30:00,250,4.37,,,14.1,64,0.0,0.35159999999999997,97.66666666666667
01/11/2019,15:40:00,250,4.37,,,14.1,64,0.0,0.35159999999999997,97.66666666666667
01/11/2019,15:50:00,250,4.37,,,14.1,64,0.0,0.35159999999999997,97.66666666666667
01/11/2019,16:00:00,255,3.93,,,14.2,64,0.0,0.336,93.33333333333333
01/11/2019,16:10:00,255,3.93,,,14.2,64,0.0,0.336,93.33333333333333
01/11/2019,16:20:00,255,3.93,,,14.2,64,0.0,0.336,93.33333333333333
01/11/2019,16:30:00,255,3.93,,,14.2,64,0.0,0.336,93.33333333333333
01/11/2019,16:40:00,255,3.93,,,14.2,64,0.0,0.336,93.33333333333333
01/11/2019,16:50:00,255,3.93,,,14.2,64,0.0,0.336,93.33333333333333
01/11/2019,17:00:00,255,3.52,,,13.9,66,0.0,0.24480000000000002,68.0
01/11/2019,17:10:00,255,3.52,,,13.9,66,0.0,0.24480000000000002,68.0
01/11/2019,17:20:00,255,3.52,,,13.9,66,0.0,0.24480000000000002,68.0
01/11/2019,17:30:00,255,3.52,,,13.9,66,0.0,0.24480000000000002,68.0
01/11/2019,17:40:00,255,3.52,,,13.9,66,0.0,0.24480000000000002,68.0
01/11/2019,17:50:00,255,3.52,,,13.9,66,0.0,0.24480000000000002,68.0
01/11/2019,18:00:00,254,1.87,,,12.9,73,0.0,0.1164,32.333333333333336
01/11/2019,18:10:00,254,1.87,,,12.9,73,0.0,0.1164,32.333333333333336
01/11/2019,18:20:00,254,1.87,,,12.9,73,0.0,0.1164,32.333333333333336
01/11/2019,18:30:00,254,1.87,,,12.9,73,0.0,0.1164,32.333333333333336
01/11/2019,18:40:00,254,1.87,,,12.9,73,0.0,0.1164,32.333333333333336
01/11/2019,18:50:00,254,1.87,,,12.9,73,0.0,0.1164,32.333333333333336
01/11/2019,19:00:00,244,2.55,,,9.6,87,0.0,0.0252,7.0
01/11/2019,19:10:00,244,2.55,,,9.6,87,0.0,0.0252,7.0
01/11/2019,19:20:00,244,2.55,,,9.6,87,0.0,0.0252,7.0
01/11/2019,19:30:00,244,2.55,,,9.6,87,0.0,0.0252,7.0
01/11/2019,19:40:00,244,2.55,,,9.6,87,0.0,0.0252,7.0
01/11/2019,19:50:00,244,2.55,,,9.6,87,0.0,0.0252,7.0
01/11/2019,20:00:00,237,2.02,,,9.9,84,0.0,0.0,0.0
01/11/2019,20:10:00,237,2.02,,,9.9,84,0.0,0.0,0.0
01/11/2019,20:20:00,237,2.02,,,9.9,84,0.0,0.0,0.0
01/11/2019,20:30:00,237,2.02,,,9.9,84,0.0,0.0,0.0
01/11/2019,20:40:00,237,2.02,,,9.9,84,0.0,0.0,0.0
01/11/2019,20:50:00,237,2.02,,,9.9,84,0.0,0.0,0.0
01/11/2019,21:00:00,72,0.32,,,11.2,76,0.0,0.0,0.0
01/11/2019,21:10:00,72,0.32,,,11.2,76,0.0,0.0,0.0
01/11/2019,21:20:00,72,0.32,,,11.2,76,0.0,0.0,0.0
01/11/2019,21:30:00,72,0.32,,,11.2,76,0.0,0.0,0.0
01/11/2019,21:40:00,72,0.32,,,11.2,76,0.0,0.0,0.0
01/11/2019,21:50:00,72,0.32,,,11.2,76,0.0,0.0,0.0
01/11/2019,22:00:00,79,1.53,,,9.3,88,0.0,0.0,0.0
01/11/2019,22:10:00,79,1.53,,,9.3,88,0.0,0.0,0.0
01/11/2019,22:20:00,79,1.53,,,9.3,88,0.0,0.0,0.0
01/11/2019,22:30:00,79,1.53,,,9.3,88,0.0,0.0,0.0
01/11/2019,22:40:00,79,1.53,,,9.3,88,0.0,0.0,0.0
01/11/2019,22:50:00,79,1.53,,,9.3,88,0.0,0.0,0.0
01/11/2019,23:00:00,90,2.7,,,9.5,85,0.0,0.0,0.0
01/11/2019,23:10:00,90,2.7,,,9.5,85,0.0,0.0,0.0
01/11/2019,23:20:00,90,2.7,,,9.5,85,0.0,0.0,0.0
01/11/2019,23:30:00,90,2.7,,,9.5,85,0.0,0.0,0.0
01/11/2019,23:40:00,90,2.7,,,9.5,85,0.0,0.0,0.0
01/11/2019,23:50:00,90,2.7,,,9.5,85,0.0,0.0,0.0
02/11/2019,00:00:00,90,1.4,,,8.5,92,0.0,0.0,0.0
02/11/2019,00:10:00,90,1.4,,,8.5,92,0.0,0.0,0.0
02/11/2019,00:20:00,90,1.4,,,8.5,92,0.0,0.0,0.0
02/11/2019,00:30:00,90,1.4,,,8.5,92,0.0,0.0,0.0
02/11/2019,00:40:00,90,1.4,,,8.5,92,0.0,0.0,0.0
02/11/2019,00:50:00,90,1.4,,,8.5,92,0.0,0.0,0.0
02/11/2019,01:00:00,83,2.42,,,8.6,92,0.0,0.0,0.0
02/11/2019,01:10:00,83,2.42,,,8.6,92,0.0,0.0,0.0
02/11/2019,01:20:00,83,2.42,,,8.6,92,0.0,0.0,0.0
02/11/2019,01:30:00,83,2.42,,,8.6,92,0.0,0.0,0.0
02/11/2019,01:40:00,83,2.42,,,8.6,92,0.0,0.0,0.0
02/11/2019,01:50:00,83,2.42,,,8.6,92,0.0,0.0,0.0
02/11/2019,02:00:00,85,2.41,,,8.6,90,0.0,0.0,0.0
02/11/2019,02:10:00,85,2.41,,,8.6,90,0.0,0.0,0.0
02/11/2019,02:20:00,85,2.41,,,8.6,90,0.0,0.0,0.0
02/11/2019,02:30:00,85,2.41,,,8.6,90,0.0,0.0,0.0
02/11/2019,02:40:00,85,2.41,,,8.6,90,0.0,0.0,0.0
02/11/2019,02:50:00,85,2.41,,,8.6,90,0.0,0.0,0.0
02/11/2019,03:00:00,59,2.33,,,8.9,86,0.0,0.0,0.0
02/11/2019,03:10:00,59,2.33,,,8.9,86,0.0,0.0,0.0
02/11/2019,03:20:00,59,2.33,,,8.9,86,0.0,0.0,0.0
02/11/2019,03:30:00,59,2.33,,,8.9,86,0.0,0.0,0.0
02/11/2019,03:40:00,59,2.33,,,8.9,86,0.0,0.0,0.0
02/11/2019,03:50:00,59,2.33,,,8.9,86,0.0,0.0,0.0
02/11/2019,04:00:00,35,1.94,,,9.2,85,0.0,0.0,0.0
02/11/2019,04:10:00,35,1.94,,,9.2,85,0.0,0.0,0.0
02/11/2019,04:20:00,35,1.94,,,9.2,85,0.0,0.0,0.0
02/11/2019,04:30:00,35,1.94,,,9.2,85,0.0,0.0,0.0
02/11/2019,04:40:00,35,1.94,,,9.2,85,0.0,0.0,0.0
02/11/2019,04:50:00,35,1.94,,,9.2,85,0.0,0.0,0.0
02/11/2019,05:00:00,25,1.43,,,8.0,91,0.0,0.0,0.0
02/11/2019,05:10:00,25,1.43,,,8.0,91,0.0,0.0,0.0
02/11/2019,05:20:00,25,1.43,,,8.0,91,0.0,0.0,0.0
02/11/2019,05:30:00,25,1.43,,,8.0,91,0.0,0.0,0.0
02/11/2019,05:40:00,25,1.43,,,8.0,91,0.0,0.0,0.0
02/11/2019,05:50:00,25,1.43,,,8.0,91,0.0,0.0,0.0
02/11/2019,06:00:00,18,0.95,,,8.8,88,0.0,0.021,5.833333333333333
02/11/2019,06:10:00,18,0.95,,,8.8,88,0.0,0.021,5.833333333333333
02/11/2019,06:20:00,18,0.95,,,8.8,88,0.0,0.021,5.833333333333333
02/11/2019,06:30:00,18,0.95,,,8.8,88,0.0,0.021,5.833333333333333
02/11/2019,06:40:00,18,0.95,,,8.8,88,0.0,0.021,5.833333333333333
02/11/2019,06:50:00,18,0.95,,,8.8,88,0.0,0.021,5.833333333333333
02/11/2019,07:00:00,231,0.64,,,10.7,83,0.0,0.1188,33.0
02/11/2019,07:10:00,231,0.64,,,10.7,83,0.0,0.1188,33.0
02/11/2019,07:20:00,231,0.64,,,10.7,83,0.0,0.1188,33.0
02/11/2019,07:30:00,231,0.64,,,10.7,83,0.0,0.1188,33.0
02/11/2019,07:40:00,231,0.64,,,10.7,83,0.0,0.1188,33.0
02/11/2019,07:50:00,231,0.64,,,10.7,83,0.0,0.1188,33.0
02/11/2019,08:00:00,297,1.12,,,12.4,79,0.0,0.243,67.5
02/11/2019,08:10:00,297,1.12,,,12.4,79,0.0,0.243,67.5
02/11/2019,08:20:00,297,1.12,,,12.4,79,0.0,0.243,67.5
02/11/2019,08:30:00,297,1.12,,,12.4,79,0.0,0.243,67.5
02/11/2019,08:40:00,297,1.12,,,12.4,79,0.0,0.243,67.5
02/11/2019,08:50:00,297,1.12,,,12.4,79,0.0,0.243,67.5
02/11/2019,09:00:00,286,1.87,,,14.1,72,0.0,0.34380000000000005,95.5
02/11/2019,09:10:00,286,1.87,,,14.1,72,0.0,0.34380000000000005,95.5
02/11/2019,09:20:00,286,1.87,,,14.1,72,0.0,0.34380000000000005,95.5
02/11/2019,09:30:00,286,1.87,,,14.1,72,0.0,0.34380000000000005,95.5
02/11/2019,09:40:00,286,1.87,,,14.1,72,0.0,0.34380000000000005,95.5
02/11/2019,09:50:00,286,1.87,,,14.1,72,0.0,0.34380000000000005,95.5
02/11/2019,10:00:00,243,2.24,,,15.2,68,0.0,0.4236,117.66666666666667
02/11/2019,10:10:00,243,2.24,,,15.2,68,0.0,0.4236,117.66666666666667
02/11/2019,10:20:00,243,2.24,,,15.2,68,0.0,0.4236,117.66666666666667
02/11/2019,10:30:00,243,2.24,,,15.2,68,0.0,0.4236,117.66666666666667
02/11/2019,10:40:00,243,2.24,,,15.2,68,0.0,0.4236,117.66666666666667
02/11/2019,10:50:00,243,2.24,,,15.2,68,0.0,0.4236,117.66666666666667
02/11/2019,11:00:00,237,3.33,,,16.2,66,0.0,0.507,140.83333333333334
02/11/2019,11:10:00,237,3.33,,,16.2,66,0.0,0.507,140.83333333333334
02/11/2019,11:20:00,237,3.33,,,16.2,66,0.0,0.507,140.83333333333334
02/11/2019,11:30:00,237,3.33,,,16.2,66,0.0,0.507,140.83333333333334
02/11/2019,11:40:00,237,3.33,,,16.2,66,0.0,0.507,140.83333333333334
02/11/2019,11:50:00,237,3.33,,,16.2,66,0.0,0.507,140.83333333333334
02/11/2019,12:00:00,250,3.29,,,16.6,64,0.0,0.5526,153.5
02/11/2019,12:10:00,250,3.29,,,16.6,64,0.0,0.5526,153.5
02/11/2019,12:20:00,250,3.29,,,16.6,64,0.0,0.5526,153.5
02/11/2019,12:30:00,250,3.29,,,16.6,64,0.0,0.5526,153.5
02/11/2019,12:40:00,250,3.29,,,16.6,64,0.0,0.5526,153.5
02/11/2019,12:50:00,250,3.29,,,16.6,64,0.0,0.5526,153.5
02/11/2019,13:00:00,260,3.55,,,17.2,62,0.0,0.5712,158.66666666666666
02/11/2019,13:10:00,260,3.55,,,17.2,62,0.0,0.5712,158.66666666666666
02/11/2019,13:20:00,260,3.55,,,17.2,62,0.0,0.5712,158.66666666666666
02/11/2019,13:30:00,260,3.55,,,17.2,62,0.0,0.5712,158.66666666666666
02/11/2019,13:40:00,260,3.55,,,17.2,62,0.0,0.5712,158.66666666666666
02/11/2019,13:50:00,260,3.55,,,17.2,62,0.0,0.5712,158.66666666666666
02/11/2019,14:00:00,260,4.57,,,16.8,62,0.0,0.5297999999999999,147.16666666666666
02/11/2019,14:10:00,260,4.57,,,16.8,62,0.0,0.5297999999999999,147.16666666666666
02/11/2019,14:20:00,260,4.57,,,16.8,62,0.0,0.5297999999999999,147.16666666666666
02/11/2019,14:30:00,260,4.57,,,16.8,62,0.0,0.5297999999999999,147.16666666666666
02/11/2019,14:40:00,260,4.57,,,16.8,62,0.0,0.5297999999999999,147.16666666666666
02/11/2019,14:50:00,260,4.57,,,16.8,62,0.0,0.5297999999999999,147.16666666666666
02/11/2019,15:00:00,269,4.7,,,16.3,60,0.0,0.46680000000000005,129.66666666666666
02/11/2019,15:10:00,269,4.7,,,16.3,60,0.0,0.46680000000000005,129.66666666666666
02/11/2019,15:20:00,269,4.7,,,16.3,60,0.0,0.46680000000000005,129.66666666666666
02/11/2019,15:30:00,269,4.7,,,16.3,60,0.0,0.46680000000000005,129.66666666666666
02/11/2019,15:40:00,269,4.7,,,16.3,60,0.0,0.46680000000000005,129.66666666666666
02/11/2019,15:50:00,269,4.7,,,16.3,60,0.0,0.46680000000000005,129.66666666666666
02/11/2019,16:00:00,264,4.93,,,15.4,61,0.0,0.36779999999999996,102.16666666666667
02/11/2019,16:10:00,264,4.93,,,15.4,61,0.0,0.36779999999999996,102.16666666666667
02/11/2019,16:20:00,264,4.93,,,15.4,61,0.0,0.36779999999999996,102.16666666666667
02/11/2019,16:30:00,264,4.93,,,15.4,61,0.0,0.36779999999999996,102.16666666666667
02/11/2019,16:40:00,264,4.93,,,15.4,61,0.0,0.36779999999999996,102.16666666666667
02/11/2019,16:50:00,264,4.93,,,15.4,61,0.0,0.36779999999999996,102.16666666666667
02/11/2019,17:00:00,266,4.71,,,14.6,63,0.0,0.25320000000000004,70.33333333333333
02/11/2019,17:10:00,266,4.71,,,14.6,63,0.0,0.25320000000000004,70.33333333333333
02/11/2019,17:20:00,266,4.71,,,14.6,63,0.0,0.25320000000000004,70.33333333333333
02/11/2019,17:30:00,266,4.71,,,14.6,63,0.0,0.25320000000000004,70.33333333333333
02/11/2019,17:40:00,266,4.71,,,14.6,63,0.0,0.25320000000000004,70.33333333333333
02/11/2019,17:50:00,266,4.71,,,14.6,63,0.0,0.25320000000000004,70.33333333333333
02/11/2019,18:00:00,267,3.41,,,13.3,72,0.0,0.1314,36.5
02/11/2019,18:10:00,267,3.41,,,13.3,72,0.0,0.1314,36.5
02/11/2019,18:20:00,267,3.41,,,13.3,72,0.0,0.1314,36.5
02/11/2019,18:30:00,267,3.41,,,13.3,72,0.0,0.1314,36.5
02/11/2019,18:40:00,267,3.41,,,13.3,72,0.0,0.1314,36.5
02/11/2019,18:50:00,267,3.41,,,13.3,72,0.0,0.1314,36.5
02/11/2019,19:00:00,273,1.8,,,11.1,84,0.0,0.0276,7.666666666666667
02/11/2019,19:10:00,273,1.8,,,11.1,84,0.0,0.0276,7.666666666666667
02/11/2019,19:20:00,273,1.8,,,11.1,84,0.0,0.0276,7.666666666666667
02/11/2019,19:30:00,273,1.8,,,11.1,84,0.0,0.0276,7.666666666666667
02/11/2019,19:40:00,273,1.8,,,11.1,84,0.0,0.0276,7.666666666666667
02/11/2019,19:50:00,273,1.8,,,11.1,84,0.0,0.0276,7.666666666666667
02/11/2019,20:00:00,286,1.77,,,9.9,90,0.0,0.0,0.0
02/11/2019,20:10:00,286,1.77,,,9.9,90,0.0,0.0,0.0
02/11/2019,20:20:00,286,1.77,,,9.9,90,0.0,0.0,0.0
02/11/2019,20:30:00,286,1.77,,,9.9,90,0.0,0.0,0.0
02/11/2019,20:40:00,286,1.77,,,9.9,90,0.0,0.0,0.0
02/11/2019,20:50:00,286,1.77,,,9.9,90,0.0,0.0,0.0
02/11/2019,21:00:00,315,1.98,,,9.2,93,0.0,0.0,0.0
02/11/2019,21:10:00,315,1.98,,,9.2,93,0.0,0.0,0.0
02/11/2019,21:20:00,315,1.98,,,9.2,93,0.0,0.0,0.0
02/11/2019,21:30:00,315,1.98,,,9.2,93,0.0,0.0,0.0
02/11/2019,21:40:00,315,1.98,,,9.2,93,0.0,0.0,0.0
02/11/2019,21:50:00,315,1.98,,,9.2,93,0.0,0.0,0.0
02/11/2019,22:00:00,315,1.56,,,9.7,95,0.0,0.0,0.0
02/11/2019,22:10:00,315,1.56,,,9.7,95,0.0,0.0,0.0
02/11/2019,22:20:00,315,1.56,,,9.7,95,0.0,0.0,0.0
02/11/2019,22:30:00,315,1.56,,,9.7,95,0.0,0.0,0.0
02/11/2019,22:40:00,315,1.56,,,9.7,95,0.0,0.0,0.0
02/11/2019,22:50:00,315,1.56,,,9.7,95,0.0,0.0,0.0
02/11/2019,23:00:00,315,1.7,,,10.1,96,0.0,0.0,0.0
02/11/2019,23:10:00,315,1.7,,,10.1,96,0.0,0.0,0.0
02/11/2019,23:20:00,315,1.7,,,10.1,96,0.0,0.0,0.0
02/11/2019,23:30:00,315,1.7,,,10.1,96,0.0,0.0,0.0
02/11/2019,23:40:00,315,1.7,,,10.1,96,0.0,0.0,0.0
02/11/2019,23:50:00,315,1.7,,,10.1,96,0.0,0.0,0.0
03/11/2019,00:00:00,302,1.89,,,9.5,97,0.0,0.0,0.0
03/11/2019,00:10:00,302,1.89,,,9.5,97,0.0,0.0,0.0
03/11/2019,00:20:00,302,1.89,,,9.5,97,0.0,0.0,0.0
03/11/2019,00:30:00,302,1.89,,,9.5,97,0.0,0.0,0.0
03/11/2019,00:40:00,302,1.89,,,9.5,97,0.0,0.0,0.0
03/11/2019,00:50:00,302,1.89,,,9.5,97,0.0,0.0,0.0
03/11/2019,01:00:00,317,1.77,,,9.1,97,0.0,0.0,0.0
03/11/2019,01:10:00,317,1.77,,,9.1,97,0.0,0.0,0.0
03/11/2019,01:20:00,317,1.77,,,9.1,97,0.0,0.0,0.0
03/11/2019,01:30:00,317,1.77,,,9.1,97,0.0,0.0,0.0
03/11/2019,01:40:00,317,1.77,,,9.1,97,0.0,0.0,0.0
03/11/2019,01:50:00,317,1.77,,,9.1,97,0.0,0.0,0.0
03/11/2019,02:00:00,336,1.97,,,9.1,96,0.0,0.0,0.0
03/11/2019,02:10:00,336,1.97,,,9.1,96,0.0,0.0,0.0
03/11/2019,02:20:00,336,1.97,,,9.1,96,0.0,0.0,0.0
03/11/2019,02:30:00,336,1.97,,,9.1,96,0.0,0.0,0.0
03/11/2019,02:40:00,336,1.97,,,9.1,96,0.0,0.0,0.0
03/11/2019,02:50:00,336,1.97,,,9.1,96,0.0,0.0,0.0
03/11/2019,03:00:00,347,1.84,,,9.2,94,0.0,0.0,0.0
03/11/2019,03:10:00,347,1.84,,,9.2,94,0.0,0.0,0.0
03/11/2019,03:20:00,347,1.84,,,9.2,94,0.0,0.0,0.0
03/11/2019,03:30:00,347,1.84,,,9.2,94,0.0,0.0,0.0
03/11/2019,03:40:00,347,1.84,,,9.2,94,0.0,0.0,0.0
03/11/2019,03:50:00,347,1.84,,,9.2,94,0.0,0.0,0.0
03/11/2019,04:00:00,347,1.84,,,9.3,92,0.0,0.0,0.0
03/11/2019,04:10:00,347,1.84,,,9.3,92,0.0,0.0,0.0
03/11/2019,04:20:00,347,1.84,,,9.3,92,0.0,0.0,0.0
03/11/2019,04:30:00,347,1.84,,,9.3,92,0.0,0.0,0.0
03/11/2019,04:40:00,347,1.84,,,9.3,92,0.0,0.0,0.0
03/11/2019,04:50:00,347,1.84,,,9.3,92,0.0,0.0,0.0
03/11/2019,05:00:00,347,1.75,,,8.6,93,0.0,0.0,0.0
03/11/2019,05:10:00,347,1.75,,,8.6,93,0.0,0.0,0.0
03/11/2019,05:20:00,347,1.75,,,8.6,93,0.0,0.0,0.0
03/11/2019,05:30:00,347,1.75,,,8.6,93,0.0,0.0,0.0
03/11/2019,05:40:00,347,1.75,,,8.6,93,0.0,0.0,0.0
03/11/2019,05:50:00,347,1.75,,,8.6,93,0.0,0.0,0.0
03/11/2019,06:00:00,332,1.92,,,9.9,87,0.0,0.023999999999999997,6.666666666666667
03/11/2019,06:10:00,332,1.92,,,9.9,87,0.0,0.023999999999999997,6.666666666666667
03/11/2019,06:20:00,332,1.92,,,9.9,87,0.0,0.023999999999999997,6.666666666666667
03/11/2019,06:30:00,332,1.92,,,9.9,87,0.0,0.023999999999999997,6.666666666666667
03/11/2019,06:40:00,332,1.92,,,9.9,87,0.0,0.023999999999999997,6.666666666666667
03/11/2019,06:50:00,332,1.92,,,9.9,87,0.0,0.023999999999999997,6.666666666666667
03/11/2019,07:00:00,315,1.56,,,12.4,80,0.0,0.129,35.833333333333336
03/11/2019,07:10:00,315,1.56,,,12.4,80,0.0,0.129,35.833333333333336
