Date(NZST),Time(NZST),MnDir(degT),MnSpd(mps),StdDir(degT),StdSpd(mps),MnTemp(C),MnRH(%),Rain(mm),RadGlb(MJ/m2),Average W/m2
05/08/2023,16:50:00,131,3.33,,,10.6,65,0.0,0.1404,39.0
05/08/2023,17:00:00,128,2.28,,,9.0,71,0.0,0.0618,17.166666666666668
05/08/2023,17:10:00,128,2.28,,,9.0,71,0.0,0.0618,17.166666666666668
05/08/2023,17:20:00,128,2.28,,,9.0,71,0.0,0.0618,17.166666666666668
05/08/2023,17:30:00,128,2.28,,,9.0,71,0.0,0.0618,17.166666666666668
05/08/2023,17:40:00,128,2.28,,,9.0,71,0.0,0.0618,17.166666666666668
05/08/2023,17:50:00,128,2.28,,,9.0,71,0.0,0.0618,17.166666666666668
05/08/2023,18:00:00,118,2.37,,,7.6,74,0.0,0.0036000000000000003,1.0
05/08/2023,18:10:00,118,2.37,,,7.6,74,0.0,0.0036000000000000003,1.0
05/08/2023,18:20:00,118,2.37,,,7.6,74,0.0,0.0036000000000000003,1.0
05/08/2023,18:30:00,118,2.37,,,7.6,74,0.0,0.0036000000000000003,1.0
05/08/2023,18:40:00,118,2.37,,,7.6,74,0.0,0.0036000000000000003,1.0
05/08/2023,18:50:00,118,2.37,,,7.6,74,0.0,0.0036000000000000003,1.0
05/08/2023,19:00:00,119,3.09,,,6.8,77,0.0,0.0,0.0
05/08/2023,19:10:00,119,3.09,,,6.8,77,0.0,0.0,0.0
05/08/2023,19:20:00,119,3.09,,,6.8,77,0.0,0.0,0.0
05/08/2023,19:30:00,119,3.09,,,6.8,77,0.0,0.0,0.0
05/08/2023,19:40:00,119,3.09,,,6.8,77,0.0,0.0,0.0
05/08/2023,19:50:00,119,3.09,,,6.8,77,0.0,0.0,0.0
05/08/2023,20:00:00,114,2.95,,,6.2,80,0.0,0.0,0.0
05/08/2023,20:10:00,114,2.95,,,6.2,80,0.0,0.0,0.0
05/08/2023,20:20:00,114,2.95,,,6.2,80,0.0,0.0,0.0
05/08/2023,20:30:00,114,2.95,,,6.2,80,0.0,0.0,0.0
05/08/2023,20:40:00,114,2.95,,,6.2,80,0.0,0.0,0.0
05/08/2023,20:50:00,114,2.95,,,6.2,80,0.0,0.0,0.0
05/08/2023,21:00:00,103,2.77,,,5.5,84,0.0,0.0,0.0
05/08/2023,21:10:00,103,2.77,,,5.5,84,0.0,0.0,0.0
05/08/2023,21:20:00,103,2.77,,,5.5,84,0.0,0.0,0.0
05/08/2023,21:30:00,103,2.77,,,5.5,84,0.0,0.0,0.0
05/08/2023,21:40:00,103,2.77,,,5.5,84,0.0,0.0,0.0
05/08/2023,21:50:00,103,2.77,,,5.5,84,0.0,0.0,0.0
05/08/2023,22:00:00,99,2.53,,,4.7,86,0.0,0.0,0.0
05/08/2023,22:10:00,99,2.53,,,4.7,86,0.0,0.0,0.0
05/08/2023,22:20:00,99,2.53,,,4.7,86,0.0,0.0,0.0
05/08/2023,22:30:00,99,2.53,,,4.7,86,0.0,0.0,0.0
05/08/2023,22:40:00,99,2.53,,,4.7,86,0.0,0.0,0.0
05/08/2023,22:50:00,99,2.53,,,4.7,86,0.0,0.0,0.0
05/08/2023,23:00:00,108,2.62,,,3.9,88,0.0,0.0,0.0
05/08/2023,23:10:00,108,2.62,,,3.9,88,0.0,0.0,0.0
05/08/2023,23:20:00,108,2.62,,,3.9,88,0.0,0.0,0.0
05/08/2023,23:30:00,108,2.62,,,3.9,88,0.0,0.0,0.0
05/08/2023,23:40:00,108,2.62,,,3.9,88,0.0,0.0,0.0
05/08/2023,23:50:00,108,2.62,,,3.9,88,0.0,0.0,0.0
06/08/2023,00:00:00,113,2.06,,,3.4,91,0.0,0.0,0.0
06/08/2023,00:10:00,113,2.06,,,3.4,91,0.0,0.0,0.0
06/08/2023,00:20:00,113,2.06,,,3.4,91,0.0,0.0,0.0
06/08/2023,00:30:00,113,2.06,,,3.4,91,0.0,0.0,0.0
06/08/2023,00:40:00,113,2.06,,,3.4,91,0.0,0.0,0.0
06/08/2023,00:50:00,113,2.06,,,3.4,91,0.0,0.0,0.0
06/08/2023,01:00:00,90,1.7,,,2.2,93,0.0,0.0,0.0
06/08/2023,01:10:00,90,1.7,,,2.2,93,0.0,0.0,0.0
06/08/2023,01:20:00,90,1.7,,,2.2,93,0.0,0.0,0.0
06/08/2023,01:30:00,90,1.7,,,2.2,93,0.0,0.0,0.0
06/08/2023,01:40:00,90,1.7,,,2.2,93,0.0,0.0,0.0
06/08/2023,01:50:00,90,1.7,,,2.2,93,0.0,0.0,0.0
06/08/2023,02:00:00,90,1.9,,,2.9,91,0.0,0.0,0.0
06/08/2023,02:10:00,90,1.9,,,2.9,91,0.0,0.0,0.0
06/08/2023,02:20:00,90,1.9,,,2.9,91,0.0,0.0,0.0
06/08/2023,02:30:00,90,1.9,,,2.9,91,0.0,0.0,0.0
06/08/2023,02:40:00,90,1.9,,,2.9,91,0.0,0.0,0.0
06/08/2023,02:50:00,90,1.9,,,2.9,91,0.0,0.0,0.0
06/08/2023,03:00:00,90,2.0,,,3.1,91,0.0,0.0,0.0
06/08/2023,03:10:00,90,2.0,,,3.1,91,0.0,0.0,0.0
06/08/2023,03:20:00,90,2.0,,,3.1,91,0.0,0.0,0.0
06/08/2023,03:30:00,90,2.0,,,3.1,91,0.0,0.0,0.0
06/08/2023,03:40:00,90,2.0,,,3.1,91,0.0,0.0,0.0
06/08/2023,03:50:00,90,2.0,,,3.1,91,0.0,0.0,0.0
06/08/2023,04:00:00,90,1.8,,,2.6,92,0.0,0.0,0.0
06/08/2023,04:10:00,90,1.8,,,2.6,92,0.0,0.0,0.0
06/08/2023,04:20:00,90,1.8,,,2.6,92,0.0,0.0,0.0
06/08/2023,04:30:00,90,1.8,,,2.6,92,0.0,0.0,0.0
06/08/2023,04:40:00,90,1.8,,,2.6,92,0.0,0.0,0.0
06/08/2023,04:50:00,90,1.8,,,2.6,92,0.0,0.0,0.0
06/08/2023,05:00:00,90,1.9,,,2.7,91,0.0,0.0,0.0
06/08/2023,05:10:00,90,1.9,,,2.7,91,0.0,0.0,0.0
06/08/2023,05:20:00,90,1.9,,,2.7,91,0.0,0.0,0.0
06/08/2023,05:30:00,90,1.9,,,2.7,91,0.0,0.0,0.0
06/08/2023,05:40:00,90,1.9,,,2.7,91,0.0,0.0,0.0
06/08/2023,05:50:00,90,1.9,,,2.7,91,0.0,0.0,0.0
06/08/2023,06:00:00,90,2.0,,,2.3,91,0.0,0.0,0.0
06/08/2023,06:10:00,90,2.0,,,2.3,91,0.0,0.0,0.0
06/08/2023,06:20:00,90,2.0,,,2.3,91,0.0,0.0,0.0
06/08/2023,06:30:00,90,2.0,,,2.3,91,0.0,0.0,0.0
06/08/2023,06:40:00,90,2.0,,,2.3,91,0.0,0.0,0.0
06/08/2023,06:50:00,90,2.0,,,2.3,91,0.0,0.0,0.0
06/08/2023,07:00:00,90,1.5,,,2.1,91,0.0,0.0,0.0
06/08/2023,07:10:00,90,1.5,,,2.1,91,0.0,0.0,0.0
06/08/2023,07:20:00,90,1.5,,,2.1,91,0.0,0.0,0.0
06/08/2023,07:30:00,90,1.5,,,2.1,91,0.0,0.0,0.0
06/08/2023,07:40:00,90,1.5,,,2.1,91,0.0,0.0,0.0
06/08/2023,07:50:00,90,1.5,,,2.1,91,0.0,0.0,0.0
06/08/2023,08:00:00,87,1.9,,,3.7,83,0.0,0.007200000000000001,2.0
06/08/2023,08:10:00,87,1.9,,,3.7,83,0.0,0.007200000000000001,2.0
06/08/2023,08:20:00,87,1.9,,,3.7,83,0.0,0.007200000000000001,2.0
06/08/2023,08:30:00,87,1.9,,,3.7,83,0.0,0.007200000000000001,2.0
06/08/2023,08:40:00,87,1.9,,,3.7,83,0.0,0.007200000000000001,2.0
06/08/2023,08:50:00,87,1.9,,,3.7,83,0.0,0.007200000000000001,2.0
06/08/2023,09:00:00,86,1.4,,,5.0,81,0.0,0.0504,14.0
06/08/2023,09:10:00,86,1.4,,,5.0,81,0.0,0.0504,14.0
06/08/2023,09:20:00,86,1.4,,,5.0,81,0.0,0.0504,14.0
06/08/2023,09:30:00,86,1.4,,,5.0,81,0.0,0.0504,14.0
06/08/2023,09:40:00,86,1.4,,,5.0,81,0.0,0.0504,14.0
06/08/2023,09:50:00,86,1.4,,,5.0,81,0.0,0.0504,14.0
06/08/2023,10:00:00,66,0.98,,,7.4,79,0.0,0.1446,40.166666666666664
06/08/2023,10:10:00,66,0.98,,,7.4,79,0.0,0.1446,40.166666666666664
06/08/2023,10:20:00,66,0.98,,,7.4,79,0.0,0.1446,40.166666666666664
06/08/2023,10:30:00,66,0.98,,,7.4,79,0.0,0.1446,40.166666666666664
06/08/2023,10:40:00,66,0.98,,,7.4,79,0.0,0.1446,40.166666666666664
06/08/2023,10:50:00,66,0.98,,,7.4,79,0.0,0.1446,40.166666666666664
06/08/2023,11:00:00,21,0.85,,,9.5,74,0.0,0.20520000000000002,57.0
06/08/2023,11:10:00,21,0.85,,,9.5,74,0.0,0.20520000000000002,57.0
06/08/2023,11:20:00,21,0.85,,,9.5,74,0.0,0.20520000000000002,57.0
06/08/2023,11:30:00,21,0.85,,,9.5,74,0.0,0.20520000000000002,57.0
06/08/2023,11:40:00,21,0.85,,,9.5,74,0.0,0.20520000000000002,57.0
06/08/2023,11:50:00,21,0.85,,,9.5,74,0.0,0.20520000000000002,57.0
06/08/2023,12:00:00,9,0.61,,,10.2,73,0.0,0.123,34.166666666666664
06/08/2023,12:10:00,9,0.61,,,10.2,73,0.0,0.123,34.166666666666664
06/08/2023,12:20:00,9,0.61,,,10.2,73,0.0,0.123,34.166666666666664
06/08/2023,12:30:00,9,0.61,,,10.2,73,0.0,0.123,34.166666666666664
06/08/2023,12:40:00,9,0.61,,,10.2,73,0.0,0.123,34.166666666666664
06/08/2023,12:50:00,9,0.61,,,10.2,73,0.0,0.123,34.166666666666664
06/08/2023,13:00:00,335,1.43,,,11.3,72,0.0,0.16319999999999998,45.333333333333336
06/08/2023,13:10:00,335,1.43,,,11.3,72,0.0,0.16319999999999998,45.333333333333336
06/08/2023,13:20:00,335,1.43,,,11.3,72,0.0,0.16319999999999998,45.333333333333336
06/08/2023,13:30:00,335,1.43,,,11.3,72,0.0,0.16319999999999998,45.333333333333336
06/08/2023,13:40:00,335,1.43,,,11.3,72,0.0,0.16319999999999998,45.333333333333336
06/08/2023,13:50:00,335,1.43,,,11.3,72,0.0,0.16319999999999998,45.333333333333336
06/08/2023,14:00:00,313,2.33,,,12.1,71,0.0,0.20220000000000002,56.166666666666664
06/08/2023,14:10:00,313,2.33,,,12.1,71,0.0,0.20220000000000002,56.166666666666664
06/08/2023,14:20:00,313,2.33,,,12.1,71,0.0,0.20220000000000002,56.166666666666664
06/08/2023,14:30:00,313,2.33,,,12.1,71,0.0,0.20220000000000002,56.166666666666664
06/08/2023,14:40:00,313,2.33,,,12.1,71,0.0,0.20220000000000002,56.166666666666664
06/08/2023,14:50:00,313,2.33,,,12.1,71,0.0,0.20220000000000002,56.166666666666664
06/08/2023,15:00:00,286,3.23,,,12.4,70,0.0,0.15059999999999998,41.833333333333336
06/08/2023,15:10:00,286,3.23,,,12.4,70,0.0,0.15059999999999998,41.833333333333336
06/08/2023,15:20:00,286,3.23,,,12.4,70,0.0,0.15059999999999998,41.833333333333336
06/08/2023,15:30:00,286,3.23,,,12.4,70,0.0,0.15059999999999998,41.833333333333336
06/08/2023,15:40:00,286,3.23,,,12.4,70,0.0,0.15059999999999998,41.833333333333336
06/08/2023,15:50:00,286,3.23,,,12.4,70,0.0,0.15059999999999998,41.833333333333336
06/08/2023,16:00:00,292,1.84,,,11.7,79,0.0,0.049800000000000004,13.833333333333334
06/08/2023,16:10:00,292,1.84,,,11.7,79,0.0,0.049800000000000004,13.833333333333334
06/08/2023,16:20:00,292,1.84,,,11.7,79,0.0,0.049800000000000004,13.833333333333334
06/08/2023,16:30:00,292,1.84,,,11.7,79,0.0,0.049800000000000004,13.833333333333334
06/08/2023,16:40:00,292,1.84,,,11.7,79,0.0,0.049800000000000004,13.833333333333334
06/08/2023,16:50:00,292,1.84,,,11.7,79,0.0,0.049800000000000004,13.833333333333334
06/08/2023,17:00:00,311,1.98,,,10.6,85,0.0,0.0582,16.166666666666668
06/08/2023,17:10:00,311,1.98,,,10.6,85,0.0,0.0582,16.166666666666668
06/08/2023,17:20:00,311,1.98,,,10.6,85,0.0,0.0582,16.166666666666668
06/08/2023,17:30:00,311,1.98,,,10.6,85,0.0,0.0582,16.166666666666668
06/08/2023,17:40:00,311,1.98,,,10.6,85,0.0,0.0582,16.166666666666668
06/08/2023,17:50:00,311,1.98,,,10.6,85,0.0,0.0582,16.166666666666668
06/08/2023,18:00:00,322,2.42,,,9.3,91,0.03333333333333333,0.0036000000000000003,1.0
06/08/2023,18:10:00,322,2.42,,,9.3,91,0.03333333333333333,0.0036000000000000003,1.0
06/08/2023,18:20:00,322,2.42,,,9.3,91,0.03333333333333333,0.0036000000000000003,1.0
06/08/2023,18:30:00,322,2.42,,,9.3,91,0.03333333333333333,0.0036000000000000003,1.0
06/08/2023,18:40:00,322,2.42,,,9.3,91,0.03333333333333333,0.0036000000000000003,1.0
06/08/2023,18:50:00,322,2.42,,,9.3,91,0.03333333333333333,0.0036000000000000003,1.0
06/08/2023,19:00:00,333,2.82,,,9.5,93,0.016666666666666666,0.0,0.0
06/08/2023,19:10:00,333,2.82,,,9.5,93,0.016666666666666666,0.0,0.0
06/08/2023,19:20:00,333,2.82,,,9.5,93,0.016666666666666666,0.0,0.0
06/08/2023,19:30:00,333,2.82,,,9.5,93,0.016666666666666666,0.0,0.0
06/08/2023,19:40:00,333,2.82,,,9.5,93,0.016666666666666666,0.0,0.0
06/08/2023,19:50:00,333,2.82,,,9.5,93,0.016666666666666666,0.0,0.0
06/08/2023,20:00:00,338,3.14,,,8.9,95,0.049999999999999996,0.0,0.0
06/08/2023,20:10:00,338,3.14,,,8.9,95,0.049999999999999996,0.0,0.0
06/08/2023,20:20:00,338,3.14,,,8.9,95,0.049999999999999996,0.0,0.0
06/08/2023,20:30:00,338,3.14,,,8.9,95,0.049999999999999996,0.0,0.0
06/08/2023,20:40:00,338,3.14,,,8.9,95,0.049999999999999996,0.0,0.0
06/08/2023,20:50:00,338,3.14,,,8.9,95,0.049999999999999996,0.0,0.0
06/08/2023,21:00:00,341,3.61,,,8.8,95,0.06666666666666667,0.0,0.0
06/08/2023,21:10:00,341,3.61,,,8.8,95,0.06666666666666667,0.0,0.0
06/08/2023,21:20:00,341,3.61,,,8.8,95,0.06666666666666667,0.0,0.0
06/08/2023,21:30:00,341,3.61,,,8.8,95,0.06666666666666667,0.0,0.0
06/08/2023,21:40:00,341,3.61,,,8.8,95,0.06666666666666667,0.0,0.0
06/08/2023,21:50:00,341,3.61,,,8.8,95,0.06666666666666667,0.0,0.0
06/08/2023,22:00:00,341,3.92,,,9.0,95,0.049999999999999996,0.0,0.0
06/08/2023,22:10:00,341,3.92,,,9.0,95,0.049999999999999996,0.0,0.0
06/08/2023,22:20:00,341,3.92,,,9.0,95,0.049999999999999996,0.0,0.0
06/08/2023,22:30:00,341,3.92,,,9.0,95,0.049999999999999996,0.0,0.0
06/08/2023,22:40:00,341,3.92,,,9.0,95,0.049999999999999996,0.0,0.0
06/08/2023,22:50:00,341,3.92,,,9.0,95,0.049999999999999996,0.0,0.0
06/08/2023,23:00:00,339,4.27,,,9.2,95,0.049999999999999996,0.0,0.0
06/08/2023,23:10:00,339,4.27,,,9.2,95,0.049999999999999996,0.0,0.0
06/08/2023,23:20:00,339,4.27,,,9.2,95,0.049999999999999996,0.0,0.0
06/08/2023,23:30:00,339,4.27,,,9.2,95,0.049999999999999996,0.0,0.0
06/08/2023,23:40:00,339,4.27,,,9.2,95,0.049999999999999996,0.0,0.0
06/08/2023,23:50:00,339,4.27,,,9.2,95,0.049999999999999996,0.0,0.0
07/08/2023,00:00:00,333,4.02,,,9.2,94,0.08333333333333333,0.0,0.0
07/08/2023,00:10:00,333,4.02,,,9.2,94,0.08333333333333333,0.0,0.0
07/08/2023,00:20:00,333,4.02,,,9.2,94,0.08333333333333333,0.0,0.0
07/08/2023,00:30:00,333,4.02,,,9.2,94,0.08333333333333333,0.0,0.0
07/08/2023,00:40:00,333,4.02,,,9.2,94,0.08333333333333333,0.0,0.0
07/08/2023,00:50:00,333,4.02,,,9.2,94,0.08333333333333333,0.0,0.0
07/08/2023,01:00:00,337,4.12,,,9.1,94,0.016666666666666666,0.0,0.0
07/08/2023,01:10:00,337,4.12,,,9.1,94,0.016666666666666666,0.0,0.0
07/08/2023,01:20:00,337,4.12,,,9.1,94,0.016666666666666666,0.0,0.0
07/08/2023,01:30:00,337,4.12,,,9.1,94,0.016666666666666666,0.0,0.0
07/08/2023,01:40:00,337,4.12,,,9.1,94,0.016666666666666666,0.0,0.0
07/08/2023,01:50:00,337,4.12,,,9.1,94,0.016666666666666666,0.0,0.0
07/08/2023,02:00:00,337,4.35,,,9.2,93,0.016666666666666666,0.0,0.0
07/08/2023,02:10:00,337,4.35,,,9.2,93,0.016666666666666666,0.0,0.0
07/08/2023,02:20:00,337,4.35,,,9.2,93,0.016666666666666666,0.0,0.0
07/08/2023,02:30:00,337,4.35,,,9.2,93,0.016666666666666666,0.0,0.0
07/08/2023,02:40:00,337,4.35,,,9.2,93,0.016666666666666666,0.0,0.0
07/08/2023,02:50:00,337,4.35,,,9.2,93,0.016666666666666666,0.0,0.0
07/08/2023,03:00:00,333,4.25,,,9.1,93,0.0,0.0,0.0
07/08/2023,03:10:00,333,4.25,,,9.1,93,0.0,0.0,0.0
07/08/2023,03:20:00,333,4.25,,,9.1,93,0.0,0.0,0.0
07/08/2023,03:30:00,333,4.25,,,9.1,93,0.0,0.0,0.0
07/08/2023,03:40:00,333,4.25,,,9.1,93,0.0,0.0,0.0
07/08/2023,03:50:00,333,4.25,,,9.1,93,0.0,0.0,0.0
07/08/2023,04:00:00,337,3.9,,,8.8,94,0.016666666666666666,0.0,0.0
07/08/2023,04:10:00,337,3.9,,,8.8,94,0.016666666666666666,0.0,0.0
07/08/2023,04:20:00,337,3.9,,,8.8,94,0.016666666666666666,0.0,0.0
07/08/2023,04:30:00,337,3.9,,,8.8,94,0.016666666666666666,0.0,0.0
07/08/2023,04:40:00,337,3.9,,,8.8,94,0.016666666666666666,0.0,0.0
07/08/2023,04:50:00,337,3.9,,,8.8,94,0.016666666666666666,0.0,0.0
07/08/2023,05:00:00,337,4.03,,,9.5,93,0.016666666666666666,0.0,0.0
07/08/2023,05:10:00,337,4.03,,,9.5,93,0.016666666666666666,0.0,0.0
07/08/2023,05:20:00,337,4.03,,,9.5,93,0.016666666666666666,0.0,0.0
07/08/2023,05:30:00,337,4.03,,,9.5,93,0.016666666666666666,0.0,0.0
07/08/2023,05:40:00,337,4.03,,,9.5,93,0.016666666666666666,0.0,0.0
07/08/2023,05:50:00,337,4.03,,,9.5,93,0.016666666666666666,0.0,0.0
07/08/2023,06:00:00,335,3.98,,,9.5,93,0.03333333333333333,0.0,0.0
07/08/2023,06:10:00,335,3.98,,,9.5,93,0.03333333333333333,0.0,0.0
07/08/2023,06:20:00,335,3.98,,,9.5,93,0.03333333333333333,0.0,0.0
